,Kanchanaburi,Kanchanaburi,Kanchanaburi,Kanchanaburi
2016-07-16 10:00:00,31.8,250,7,12.733333333333334
2016-07-16 13:00:00,35.7,275,12,9.0
2016-07-16 16:00:00,35.6,280,11,11.0
2016-07-16 19:00:00,30.9,275,7,15.233333333333334
2016-07-16 22:00:00,28.7,290,6,14.533333333333331
2016-07-17 01:00:00,27.0,310,8,6.233333333333333
2016-07-17 04:00:00,25.9,305,7,9.35
2016-07-17 07:00:00,26.6,325,4,17.5
2016-07-17 10:00:00,32.8,290,5,11.366666666666667
2016-07-17 13:00:00,35.8,285,13,7.399999999999999
2016-07-17 16:00:00,37.1,290,14,14.033333333333331
2016-07-17 19:00:00,32.2,290,15,9.966666666666669
2016-07-17 22:00:00,28.7,295,11,10.033333333333331
2016-07-18 01:00:00,27.1,315,11,10.5
2016-07-18 04:00:00,25.8,330,9,10.166666666666668
2016-07-18 07:00:00,26.5,350,9,16.2
2016-07-18 10:00:00,32.7,335,8,18.7
2016-07-18 13:00:00,36.3,300,11,8.9
2016-07-18 16:00:00,37.8,285,10,5.333333333333333
2016-07-18 19:00:00,31.0,280,8,9.5
2016-07-18 22:00:00,28.2,225,7,7.2
2016-07-19 01:00:00,26.5,330,5,12.333333333333334
2016-07-19 04:00:00,25.6,270,4,9.333333333333334
2016-07-19 07:00:00,26.3,235,8,8.666666666666666
2016-07-19 10:00:00,32.2,235,10,9.2
2016-07-19 13:00:00,35.7,245,12,9.833333333333334
2016-07-19 16:00:00,34.6,230,12,10.533333333333331
2016-07-19 19:00:00,30.0,240,14,10.1
2016-07-19 22:00:00,28.0,250,9,6.4
2016-07-20 01:00:00,26.6,280,8,6.4
2016-07-20 04:00:00,25.7,235,5,9.366666666666667
2016-07-20 07:00:00,26.3,205,7,7.766666666666667
2016-07-20 10:00:00,31.8,200,8,7.033333333333334
2016-07-20 13:00:00,35.2,205,8,6.1
2016-07-20 16:00:00,36.4,180,8,8.299999999999999
2016-07-20 19:00:00,29.5,205,16,12.233333333333334
2016-07-20 22:00:00,27.6,210,16,9.533333333333331
2016-07-21 01:00:00,26.8,185,15,6.666666666666667
2016-07-21 04:00:00,26.0,170,19,6.633333333333333
2016-07-21 07:00:00,27.1,185,18,10.9
2016-07-21 10:00:00,31.7,180,19,10.5
2016-07-21 13:00:00,34.3,165,13,6.933333333333333
2016-07-21 16:00:00,34.4,135,13,10.933333333333332
2016-07-21 19:00:00,28.7,170,9,16.0
2016-07-21 22:00:00,27.4,140,13,9.633333333333336
2016-07-22 01:00:00,26.6,150,19,6.666666666666667
2016-07-22 04:00:00,26.0,150,23,9.1
2016-07-22 07:00:00,26.7,140,26,10.9
2016-07-22 10:00:00,30.2,140,26,11.833333333333334
2016-07-22 13:00:00,33.8,145,20,11.666666666666666
2016-07-22 16:00:00,34.0,145,17,13.7
2016-07-22 19:00:00,29.5,160,18,12.966666666666669
2016-07-22 22:00:00,27.0,160,24,9.866666666666667
2016-07-23 01:00:00,25.9,170,25,8.166666666666666
2016-07-23 04:00:00,25.4,170,22,9.266666666666666
2016-07-23 07:00:00,26.7,160,20,13.266666666666666
2016-07-23 10:00:00,30.5,155,18,10.633333333333333
2016-07-23 13:00:00,32.6,140,16,9.333333333333334
2016-07-23 16:00:00,34.2,125,15,9.533333333333331
2016-07-23 19:00:00,29.4,135,12,14.166666666666666
2016-07-23 22:00:00,27.3,105,13,13.866666666666667
2016-07-24 01:00:00,26.5,115,18,11.6
2016-07-24 04:00:00,26.0,130,16,11.333333333333334
2016-07-24 07:00:00,27.1,145,15,14.266666666666666
2016-07-24 10:00:00,31.7,155,14,8.799999999999999
2016-07-24 13:00:00,35.1,150,12,7.800000000000001
2016-07-24 16:00:00,35.2,155,9,8.4
2016-07-24 19:00:00,31.1,220,4,11.7
2016-07-24 22:00:00,27.8,210,2,9.433333333333332
2016-07-25 01:00:00,27.0,90,7,10.766666666666667
2016-07-25 04:00:00,26.4,95,9,12.666666666666666
2016-07-25 07:00:00,26.8,115,9,15.733333333333334
2016-07-25 10:00:00,30.6,125,6,13.966666666666669
2016-07-25 13:00:00,34.3,155,5,5.233333333333333
2016-07-25 16:00:00,35.7,190,2,7.166666666666667
2016-07-25 19:00:00,30.9,235,5,14.533333333333331
2016-07-25 22:00:00,29.0,275,8,7.533333333333332
2016-07-26 01:00:00,28.4,295,8,6.733333333333334
2016-07-26 04:00:00,27.1,310,8,9.633333333333333
2016-07-26 07:00:00,26.5,290,13,10.933333333333332
2016-07-26 10:00:00,30.1,305,11,6.8
2016-07-26 13:00:00,35.6,275,11,11.333333333333334
2016-07-26 16:00:00,35.4,260,13,10.166666666666668
2016-07-26 19:00:00,29.0,295,10,11.833333333333334
2016-07-26 22:00:00,27.6,285,12,6.033333333333334
2016-07-27 01:00:00,26.0,275,14,6.233333333333333
2016-07-27 04:00:00,24.9,280,18,12.966666666666669
2016-07-27 07:00:00,25.7,285,21,9.5
2016-07-27 10:00:00,31.8,295,21,8.233333333333333
2016-07-27 13:00:00,35.0,290,24,10.4
2016-07-27 16:00:00,34.4,275,22,14.266666666666666
2016-07-27 19:00:00,28.2,275,26,16.366666666666664
2016-07-27 22:00:00,26.9,295,28,6.6000000000000005
2016-07-28 01:00:00,25.7,300,26,7.666666666666667
2016-07-28 04:00:00,24.8,305,27,12.35
2016-07-28 07:00:00,25.5,335,25,14.566666666666668
2016-07-28 10:00:00,31.0,335,18,12.066666666666668
2016-07-28 13:00:00,34.7,310,14,10.6
2016-07-28 16:00:00,33.7,290,15,10.333333333333334
2016-07-28 19:00:00,27.6,290,20,15.266666666666666
2016-07-28 22:00:00,26.5,300,22,4.833333333333333
2016-07-29 01:00:00,25.5,295,22,6.400000000000001
2016-07-29 04:00:00,25.1,290,20,6.866666666666667
2016-07-29 07:00:00,26.0,260,11,10.866666666666667
2016-07-29 10:00:00,30.7,240,6,11.266666666666666
2016-07-29 13:00:00,32.6,245,14,6.833333333333333
2016-07-29 16:00:00,30.6,205,13,8.233333333333333
2016-07-29 19:00:00,26.6,250,47,9.566666666666666
2016-07-29 22:00:00,25.7,240,36,7.066666666666666
2016-07-30 01:00:00,25.9,255,47,6.366666666666667
2016-07-30 04:00:00,25.5,250,54,4.866666666666666
2016-07-30 07:00:00,25.9,250,47,15.633333333333336
2016-07-30 10:00:00,26.6,250,49,17.066666666666666
2016-07-30 13:00:00,30.3,255,41,12.5
2016-07-30 16:00:00,29.9,255,55,13.433333333333332
2016-07-30 19:00:00,26.8,260,51,12.366666666666667
2016-07-30 22:00:00,26.3,250,49,6.9
2016-07-31 01:00:00,25.5,255,47,5.733333333333333
2016-07-31 04:00:00,24.3,255,50,7.8
2016-07-31 07:00:00,25.2,260,50,11.633333333333333
2016-07-31 10:00:00,30.3,260,51,7.166666666666667
2016-07-31 13:00:00,34.5,265,25,6.4
2016-07-31 16:00:00,33.7,265,30,6.8
2016-07-31 19:00:00,28.6,260,32,12.3
2016-07-31 22:00:00,27.2,265,40,7.1000000000000005
2016-08-01 01:00:00,26.4,265,42,5.133333333333333
2016-08-01 04:00:00,25.3,275,41,8.433333333333332
2016-08-01 07:00:00,26.1,275,33,14.6
2016-08-01 10:00:00,30.4,275,35,10.733333333333334
2016-08-01 13:00:00,34.6,265,21,6.433333333333334
2016-08-01 16:00:00,33.0,265,24,8.700000000000001
2016-08-01 19:00:00,28.2,275,24,12.033333333333331
2016-08-01 22:00:00,27.0,270,32,13.6
2016-08-02 01:00:00,25.8,265,39,7.966666666666666
2016-08-02 04:00:00,25.2,265,42,10.6
2016-08-02 07:00:00,25.9,270,43,11.45
2016-08-02 10:00:00,30.9,265,42,9.133333333333333
2016-08-02 13:00:00,34.8,265,23,8.866666666666665
2016-08-02 16:00:00,32.5,265,33,11.85
2016-08-02 19:00:00,28.0,275,42,14.666666666666666
2016-08-02 22:00:00,26.5,275,47,8.733333333333333
2016-08-03 01:00:00,25.4,275,44,6.833333333333333
2016-08-03 04:00:00,24.8,275,44,7.7
2016-08-03 07:00:00,25.3,285,32,15.233333333333333
2016-08-03 10:00:00,27.0,275,30,8.799999999999999
2016-08-03 13:00:00,31.3,265,34,10.2
2016-08-03 16:00:00,30.7,260,34,10.333333333333334
2016-08-03 19:00:00,28.0,275,31,13.766666666666666
2016-08-03 22:00:00,25.9,265,40,7.9
2016-08-04 01:00:00,24.8,265,38,6.5
2016-08-04 04:00:00,24.7,260,38,9.766666666666666
2016-08-04 07:00:00,25.5,265,46,10.666666666666666
2016-08-04 10:00:00,30.3,265,43,15.566666666666665
2016-08-04 13:00:00,32.7,280,37,15.633333333333336
2016-08-04 16:00:00,32.6,270,38,14.5
2016-08-04 19:00:00,28.5,270,45,20.2
2016-08-04 22:00:00,27.1,260,45,10.733333333333334
2016-08-05 01:00:00,26.2,260,47,10.133333333333336
2016-08-05 04:00:00,25.6,260,41,10.833333333333334
2016-08-05 07:00:00,25.5,265,35,15.633333333333333
2016-08-05 10:00:00,29.4,265,33,11.133333333333336
2016-08-05 13:00:00,32.1,275,23,10.233333333333333
2016-08-05 16:00:00,29.5,280,30,9.733333333333334
2016-08-05 19:00:00,27.3,275,34,12.633333333333336
2016-08-05 22:00:00,26.4,270,33,10.033333333333331
2016-08-06 01:00:00,25.2,270,29,8.6
2016-08-06 04:00:00,24.3,275,27,12.033333333333331
2016-08-06 07:00:00,24.3,275,23,12.366666666666664
2016-08-06 10:00:00,26.1,275,23,11.366666666666664
2016-08-06 13:00:00,31.2,280,25,13.199999999999998
2016-08-06 16:00:00,31.9,275,25,11.066666666666668
2016-08-06 19:00:00,27.2,270,39,11.199999999999998
2016-08-06 22:00:00,26.6,275,44,7.733333333333334
2016-08-07 01:00:00,25.1,280,44,5.866666666666667
2016-08-07 04:00:00,24.2,285,38,8.533333333333333
2016-08-07 07:00:00,23.9,290,37,13.0
2016-08-07 10:00:00,26.4,280,37,11.333333333333334
2016-08-07 13:00:00,34.0,270,24,5.966666666666666
2016-08-07 16:00:00,33.3,265,29,6.1000000000000005
2016-08-07 19:00:00,28.8,270,34,11.1
2016-08-07 22:00:00,27.4,270,43,5.733333333333333
2016-08-08 01:00:00,26.2,275,47,6.233333333333333
2016-08-08 04:00:00,25.7,275,51,7.133333333333333
2016-08-08 07:00:00,25.8,270,48,8.433333333333334
2016-08-08 10:00:00,31.1,265,46,12.133333333333333
2016-08-08 13:00:00,32.4,270,38,7.7
2016-08-08 16:00:00,32.5,265,40,11.533333333333331
2016-08-08 19:00:00,27.5,275,58,15.633333333333333
2016-08-08 22:00:00,26.4,275,59,12.633333333333333
2016-08-09 01:00:00,25.4,280,52,13.7
2016-08-09 04:00:00,24.6,280,49,13.766666666666666
2016-08-09 07:00:00,25.1,275,47,16.566666666666666
2016-08-09 10:00:00,30.9,275,40,12.0
2016-08-09 13:00:00,34.1,275,22,12.266666666666666
2016-08-09 16:00:00,33.6,270,27,12.9
2016-08-09 19:00:00,29.0,275,37,19.33333333333333
2016-08-09 22:00:00,26.8,275,45,12.266666666666666
2016-08-10 01:00:00,25.5,280,44,13.6
2016-08-10 04:00:00,25.1,280,46,13.566666666666668
2016-08-10 07:00:00,25.3,285,48,19.7
2016-08-10 10:00:00,31.6,285,47,15.766666666666667
2016-08-10 13:00:00,34.9,290,32,13.3
2016-08-10 16:00:00,35.2,280,31,18.03333333333333
2016-08-10 19:00:00,29.9,290,33,20.433333333333334
2016-08-10 22:00:00,27.5,290,44,13.166666666666666
2016-08-11 01:00:00,25.9,285,55,11.5
2016-08-11 04:00:00,25.2,285,56,16.333333333333332
2016-08-11 07:00:00,25.9,285,55,13.866666666666667
2016-08-11 10:00:00,31.5,285,51,11.233333333333334
2016-08-11 13:00:00,35.3,290,34,15.4
2016-08-11 16:00:00,34.9,280,32,11.75
2016-08-11 19:00:00,29.8,280,38,15.166666666666666
2016-08-11 22:00:00,27.5,280,49,12.366666666666667
2016-08-12 01:00:00,25.9,285,55,10.033333333333331
2016-08-12 04:00:00,25.2,285,59,10.266666666666667
2016-08-12 07:00:00,25.6,280,52,9.566666666666668
2016-08-12 10:00:00,31.6,280,50,7.6
2016-08-12 13:00:00,34.3,270,38,6.0
2016-08-12 16:00:00,33.8,275,38,9.233333333333334
2016-08-12 19:00:00,29.1,275,49,20.7
2016-08-12 22:00:00,27.3,275,57,14.2
2016-08-13 01:00:00,26.3,275,54,12.133333333333333
2016-08-13 04:00:00,25.9,275,58,15.3
2016-08-13 07:00:00,26.5,275,57,16.8
2016-08-13 10:00:00,31.9,275,53,13.0
2016-08-13 13:00:00,35.4,275,35,10.966666666666669
2016-08-13 16:00:00,33.6,275,37,10.866666666666667
2016-08-13 19:00:00,29.1,280,44,15.6
2016-08-13 22:00:00,27.1,275,62,10.433333333333334
2016-08-14 01:00:00,25.9,275,68,9.533333333333331
2016-08-14 04:00:00,25.4,275,71,11.2
2016-08-14 07:00:00,26.1,275,64,17.066666666666666
2016-08-14 10:00:00,31.4,270,57,11.633333333333333
2016-08-14 13:00:00,34.8,275,47,9.8
2016-08-14 16:00:00,33.7,270,51,9.3
2016-08-14 19:00:00,29.1,270,56,17.5
2016-08-14 22:00:00,27.2,270,64,12.4
2016-08-15 01:00:00,26.4,275,61,11.1
2016-08-15 04:00:00,25.8,270,67,11.833333333333334
2016-08-15 07:00:00,26.3,270,63,13.833333333333334
2016-08-15 10:00:00,30.4,265,57,14.266666666666666
2016-08-15 13:00:00,32.8,265,41,12.366666666666667
2016-08-15 16:00:00,32.1,260,45,11.2
2016-08-15 19:00:00,28.1,265,54,17.53333333333333
2016-08-15 22:00:00,26.7,265,59,11.966666666666669
2016-08-16 01:00:00,26.0,270,61,11.0
2016-08-16 04:00:00,25.2,265,58,10.2
2016-08-16 07:00:00,25.7,265,50,13.666666666666666
2016-08-16 10:00:00,31.4,260,45,13.933333333333332
2016-08-16 13:00:00,34.6,260,36,21.05
2016-08-16 16:00:00,33.9,260,35,15.666666666666666
2016-08-16 19:00:00,29.4,260,40,19.46666666666667
2016-08-16 22:00:00,27.7,260,45,17.900000000000002
2016-08-17 01:00:00,26.0,260,47,17.566666666666666
2016-08-17 04:00:00,25.1,260,48,15.7
2016-08-17 07:00:00,25.6,265,47,20.7
2016-08-17 10:00:00,32.0,265,43,14.433333333333332
2016-08-17 13:00:00,36.2,265,31,15.6
2016-08-17 16:00:00,35.6,270,34,19.133333333333336
2016-08-17 19:00:00,30.0,270,32,22.2
2016-08-17 22:00:00,27.6,260,39,15.766666666666667
2016-08-18 01:00:00,25.8,265,46,15.066666666666668
2016-08-18 04:00:00,25.1,270,51,13.2
2016-08-18 07:00:00,25.2,275,50,17.166666666666668
2016-08-18 10:00:00,31.9,270,46,16.166666666666668
2016-08-18 13:00:00,35.7,275,32,15.633333333333333
2016-08-18 16:00:00,35.3,275,35,14.2
2016-08-18 19:00:00,29.6,280,41,22.100000000000005
2016-08-18 22:00:00,27.2,275,52,14.1
2016-08-19 01:00:00,25.5,275,63,17.466666666666665
2016-08-19 04:00:00,25.1,275,65,21.13333333333333
2016-08-19 07:00:00,26.1,280,55,22.399999999999995
2016-08-19 10:00:00,30.8,280,50,21.8
2016-08-19 13:00:00,34.1,270,38,15.766666666666666
2016-08-19 16:00:00,33.3,275,42,14.633333333333336
2016-08-19 19:00:00,28.7,275,59,16.533333333333335
2016-08-19 22:00:00,26.9,275,64,15.333333333333334
2016-08-20 01:00:00,25.9,275,64,16.133333333333336
2016-08-20 04:00:00,25.3,275,64,17.7
2016-08-20 07:00:00,26.1,270,55,22.366666666666664
2016-08-20 10:00:00,32.2,270,42,21.9
2016-08-20 13:00:00,36.2,260,27,18.53333333333333
2016-08-20 16:00:00,35.6,260,27,19.83333333333333
2016-08-20 19:00:00,29.5,270,29,24.1
2016-08-20 22:00:00,26.8,265,34,16.7
2016-08-21 01:00:00,25.3,265,33,15.5
2016-08-21 04:00:00,24.4,270,33,16.400000000000002
2016-08-21 07:00:00,25.4,270,34,22.7
2016-08-21 10:00:00,31.8,270,27,19.566666666666663
2016-08-21 13:00:00,35.5,265,17,14.633333333333333
2016-08-21 16:00:00,34.9,270,17,15.800000000000002
2016-08-21 19:00:00,30.4,285,15,18.83333333333333
2016-08-21 22:00:00,27.6,295,12,12.633333333333333
2016-08-22 01:00:00,25.6,290,17,14.933333333333332
2016-08-22 04:00:00,24.7,290,21,12.966666666666669
2016-08-22 07:00:00,25.7,300,20,20.9
2016-08-22 10:00:00,32.7,300,23,13.866666666666667
2016-08-22 13:00:00,36.8,290,23,13.9
2016-08-22 16:00:00,37.2,285,26,16.133333333333333
2016-08-22 19:00:00,31.4,295,25,23.433333333333334
2016-08-22 22:00:00,28.6,300,28,15.066666666666668
2016-08-23 01:00:00,26.7,295,37,12.066666666666668
2016-08-23 04:00:00,25.8,300,40,12.933333333333332
2016-08-23 07:00:00,26.3,310,35,14.933333333333332
2016-08-23 10:00:00,32.5,310,35,14.766666666666666
2016-08-23 13:00:00,36.3,310,22,17.1
2016-08-23 16:00:00,35.0,300,21,19.03333333333333
2016-08-23 19:00:00,29.2,295,25,21.83333333333333
2016-08-23 22:00:00,27.2,315,23,15.833333333333334
2016-08-24 01:00:00,26.1,320,22,15.933333333333332
2016-08-24 04:00:00,25.5,320,26,18.1
2016-08-24 07:00:00,26.2,310,40,15.9
2016-08-24 10:00:00,32.4,310,32,15.4
2016-08-24 13:00:00,37.5,295,19,14.466666666666669
2016-08-24 16:00:00,35.6,285,18,11.8
2016-08-24 19:00:00,30.9,295,19,16.833333333333332
2016-08-24 22:00:00,28.4,290,8,14.65
2016-08-25 01:00:00,26.8,280,9,11.933333333333332
2016-08-25 04:00:00,26.0,300,11,16.266666666666666
2016-08-25 07:00:00,26.2,320,15,15.6
2016-08-25 10:00:00,32.0,315,12,10.05
2016-08-25 13:00:00,36.3,285,11,6.833333333333333
2016-08-25 16:00:00,35.6,245,7,8.933333333333332
2016-08-25 19:00:00,29.8,265,7,16.2
2016-08-25 22:00:00,28.3,275,8,13.066666666666668
2016-08-26 01:00:00,26.0,255,10,12.166666666666666
2016-08-26 04:00:00,24.7,255,11,18.4
2016-08-26 07:00:00,25.5,265,9,20.03333333333333
2016-08-26 10:00:00,31.8,260,8,16.8
2016-08-26 13:00:00,36.2,240,9,11.6
2016-08-26 16:00:00,36.0,215,10,10.5
2016-08-26 19:00:00,31.9,220,11,15.633333333333336
2016-08-26 22:00:00,28.9,210,9,9.466666666666669
2016-08-27 01:00:00,27.2,230,11,7.933333333333333
2016-08-27 04:00:00,26.0,225,9,8.766666666666666
2016-08-27 07:00:00,26.9,185,12,12.1
2016-08-27 10:00:00,32.5,200,9,10.666666666666666
2016-08-27 13:00:00,36.1,225,9,6.633333333333333
2016-08-27 16:00:00,35.5,230,7,6.266666666666667
2016-08-27 19:00:00,30.6,240,15,7.766666666666667
2016-08-27 22:00:00,28.7,270,10,8.700000000000001
2016-08-28 01:00:00,27.5,280,10,8.6
2016-08-28 04:00:00,26.6,270,12,9.233333333333334
2016-08-28 07:00:00,27.0,270,16,16.633333333333333
2016-08-28 10:00:00,31.2,270,13,9.933333333333332
2016-08-28 13:00:00,35.5,265,10,7.3
2016-08-28 16:00:00,34.6,255,9,6.333333333333333
2016-08-28 19:00:00,29.1,275,8,7.366666666666667
2016-08-28 22:00:00,28.1,270,8,11.533333333333331
2016-08-29 01:00:00,27.3,285,8,9.933333333333332
2016-08-29 04:00:00,26.2,280,9,8.333333333333334
2016-08-29 07:00:00,26.6,265,11,8.9
2016-08-29 10:00:00,30.8,255,10,12.766666666666666
2016-08-29 13:00:00,34.4,250,15,9.3
2016-08-29 16:00:00,32.2,255,15,9.6
2016-08-29 19:00:00,28.8,255,20,13.666666666666666
2016-08-29 22:00:00,27.8,265,20,10.433333333333332
2016-08-30 01:00:00,26.5,255,21,6.833333333333333
2016-08-30 04:00:00,25.5,255,17,7.166666666666667
2016-08-30 07:00:00,26.1,270,16,12.7
2016-08-30 10:00:00,31.1,255,12,8.566666666666668
2016-08-30 13:00:00,35.2,215,10,6.400000000000001
2016-08-30 16:00:00,33.9,215,13,8.766666666666666
2016-08-30 19:00:00,28.4,245,19,12.133333333333333
2016-08-30 22:00:00,27.5,255,20,5.333333333333333
2016-08-31 01:00:00,26.3,240,25,6.2
2016-08-31 04:00:00,26.0,240,30,8.5
2016-08-31 07:00:00,26.6,235,33,11.4
2016-08-31 10:00:00,29.9,240,38,11.566666666666668
2016-08-31 13:00:00,34.7,235,25,9.033333333333331
2016-08-31 16:00:00,32.4,245,35,8.366666666666667
2016-08-31 19:00:00,27.8,260,49,13.166666666666666
2016-08-31 22:00:00,26.8,260,52,11.466666666666669
2016-09-01 01:00:00,25.6,265,45,8.566666666666666
2016-09-01 04:00:00,25.4,265,49,6.266666666666667
2016-09-01 07:00:00,25.7,275,57,12.533333333333331
2016-09-01 10:00:00,31.7,270,51,11.533333333333331
2016-09-01 13:00:00,35.5,275,31,8.1
2016-09-01 16:00:00,33.3,275,35,7.333333333333333
2016-09-01 19:00:00,28.7,275,38,14.466666666666669
2016-09-01 22:00:00,26.7,275,58,10.066666666666668
2016-09-02 01:00:00,25.7,270,48,3.8666666666666663
2016-09-02 04:00:00,25.8,275,53,6.733333333333333
2016-09-02 07:00:00,26.0,290,58,6.966666666666666
2016-09-02 10:00:00,27.4,285,56,6.800000000000001
2016-09-02 13:00:00,28.1,285,46,4.433333333333334
2016-09-02 16:00:00,29.0,280,47,4.233333333333333
2016-09-02 19:00:00,27.0,275,54,8.066666666666668
2016-09-02 22:00:00,25.4,280,63,6.133333333333333
2016-09-03 01:00:00,24.3,280,61,5.633333333333333
2016-09-03 04:00:00,24.5,280,70,5.633333333333333
2016-09-03 07:00:00,25.6,275,62,5.633333333333333
2016-09-03 10:00:00,30.9,275,60,5.633333333333333
2016-09-03 13:00:00,32.7,265,48,5.633333333333333
2016-09-03 16:00:00,32.0,270,44,5.633333333333333
2016-09-03 19:00:00,27.7,280,39,5.633333333333333
2016-09-03 22:00:00,26.3,280,46,5.633333333333333
2016-09-04 01:00:00,25.1,275,50,10.833333333333334
2016-09-04 04:00:00,24.6,275,53,10.833333333333334
2016-09-04 07:00:00,25.6,285,49,10.833333333333334
2016-09-04 10:00:00,26.9,285,49,10.833333333333334
2016-09-04 13:00:00,25.6,280,39,10.833333333333334
2016-09-04 16:00:00,26.4,280,40,7.7
2016-09-04 19:00:00,25.5,270,32,12.133333333333336
2016-09-04 22:00:00,24.9,275,41,12.666666666666666
2016-09-05 01:00:00,24.5,290,50,7.966666666666666
2016-09-05 04:00:00,24.2,290,50,8.333333333333334
2016-09-05 07:00:00,24.7,290,46,10.933333333333335
2016-09-05 10:00:00,27.0,290,42,7.466666666666666
2016-09-05 13:00:00,27.1,295,33,6.6000000000000005
2016-09-05 16:00:00,27.8,285,37,8.833333333333334
2016-09-05 19:00:00,26.2,285,44,13.633333333333336
2016-09-05 22:00:00,25.7,290,45,8.500000000000002
2016-09-06 01:00:00,25.0,290,36,9.433333333333334
2016-09-06 04:00:00,24.9,290,40,11.7
2016-09-06 07:00:00,25.4,295,33,7.3
2016-09-06 10:00:00,28.3,290,28,12.266666666666666
2016-09-06 13:00:00,30.5,285,22,6.900000000000001
2016-09-06 16:00:00,29.5,270,22,10.0
2016-09-06 19:00:00,26.8,285,15,14.4
2016-09-06 22:00:00,25.7,270,15,13.766666666666666
2016-09-07 01:00:00,24.7,255,15,8.333333333333334
2016-09-07 04:00:00,24.1,240,16,11.166666666666666
2016-09-07 07:00:00,25.6,235,18,8.466666666666667
2016-09-07 10:00:00,31.3,220,14,9.4
2016-09-07 13:00:00,33.7,235,17,7.5
2016-09-07 16:00:00,32.1,250,19,9.966666666666669
2016-09-07 19:00:00,27.3,270,27,15.266666666666667
2016-09-07 22:00:00,26.3,270,24,10.066666666666668
2016-09-08 01:00:00,25.5,270,20,11.9
2016-09-08 04:00:00,25.1,270,24,12.033333333333331
2016-09-08 07:00:00,25.4,265,17,10.8
2016-09-08 10:00:00,30.6,255,14,11.566666666666665
2016-09-08 13:00:00,33.8,250,17,11.1
2016-09-08 16:00:00,33.5,245,20,13.566666666666668
2016-09-08 19:00:00,28.0,260,18,22.4
2016-09-08 22:00:00,26.1,260,18,14.4
2016-09-09 01:00:00,25.1,245,20,13.133333333333333
2016-09-09 04:00:00,24.3,250,19,13.2
2016-09-09 07:00:00,25.3,260,20,17.166666666666668
2016-09-09 10:00:00,30.9,265,20,12.033333333333331
2016-09-09 13:00:00,34.2,265,15,10.966666666666669
2016-09-09 16:00:00,32.7,255,16,13.266666666666666
2016-09-09 19:00:00,27.9,270,17,15.133333333333333
2016-09-09 22:00:00,26.1,280,18,9.266666666666667
2016-09-10 01:00:00,24.8,280,19,10.166666666666666
2016-09-10 04:00:00,24.1,285,18,10.733333333333334
2016-09-10 07:00:00,24.9,290,20,20.7
2016-09-10 10:00:00,31.0,285,19,8.833333333333334
2016-09-10 13:00:00,34.6,280,15,9.166666666666666
2016-09-10 16:00:00,33.5,270,17,12.65
2016-09-10 19:00:00,28.5,280,21,16.866666666666667
2016-09-10 22:00:00,26.6,290,25,11.2
2016-09-11 01:00:00,25.4,290,33,10.0
2016-09-11 04:00:00,24.6,300,34,11.3
2016-09-11 07:00:00,25.1,305,27,12.133333333333333
2016-09-11 10:00:00,30.8,310,28,11.433333333333332
2016-09-11 13:00:00,34.3,305,30,9.3
2016-09-11 16:00:00,32.2,300,27,8.5
2016-09-11 19:00:00,27.6,300,23,11.8
2016-09-11 22:00:00,26.2,305,23,10.133333333333333
2016-09-12 01:00:00,25.4,310,23,8.666666666666666
2016-09-12 04:00:00,24.8,305,24,9.2
2016-09-12 07:00:00,25.3,305,26,14.6
2016-09-12 10:00:00,28.6,305,24,9.75
2016-09-12 13:00:00,30.7,315,23,11.333333333333334
2016-09-12 16:00:00,31.5,305,18,10.933333333333332
2016-09-12 19:00:00,27.1,305,22,11.366666666666667
2016-09-12 22:00:00,26.1,310,18,10.4
2016-09-13 01:00:00,25.4,300,14,9.233333333333333
2016-09-13 04:00:00,24.6,305,19,11.066666666666668
2016-09-13 07:00:00,24.7,315,17,13.55
2016-09-13 10:00:00,26.1,325,19,9.166666666666666
2016-09-13 13:00:00,31.9,300,19,6.7
2016-09-13 16:00:00,30.5,305,16,6.266666666666667
2016-09-13 19:00:00,26.5,310,23,9.4
2016-09-13 22:00:00,25.8,305,27,6.066666666666667
2016-09-14 01:00:00,24.7,300,33,5.400000000000001
2016-09-14 04:00:00,24.1,295,38,5.8
2016-09-14 07:00:00,24.3,295,36,9.5
2016-09-14 10:00:00,29.6,290,35,10.266666666666666
2016-09-14 13:00:00,32.1,290,30,11.7
2016-09-14 16:00:00,31.7,280,30,15.1
2016-09-14 19:00:00,26.2,280,37,14.533333333333331
2016-09-14 22:00:00,24.8,290,36,8.133333333333333
2016-09-15 01:00:00,23.9,280,33,9.2
2016-09-15 04:00:00,23.2,280,35,11.3
2016-09-15 07:00:00,24.3,285,39,13.066666666666665
2016-09-15 10:00:00,30.2,280,35,10.433333333333332
2016-09-15 13:00:00,33.5,260,18,11.166666666666666
2016-09-15 16:00:00,31.5,260,25,20.633333333333336
2016-09-15 19:00:00,27.2,265,24,15.4
2016-09-15 22:00:00,25.5,270,30,7.0
2016-09-16 01:00:00,24.9,280,31,8.700000000000001
2016-09-16 04:00:00,23.9,280,35,10.7
2016-09-16 07:00:00,24.9,285,37,9.7
2016-09-16 10:00:00,30.3,290,33,9.7
2016-09-16 13:00:00,34.4,285,15,9.7
2016-09-16 16:00:00,33.7,270,16,9.7
2016-09-16 19:00:00,27.6,310,8,9.7
2016-09-16 22:00:00,25.9,295,14,9.7
2016-09-17 01:00:00,24.8,290,19,11.340178571428568
2016-09-17 04:00:00,24.1,295,22,11.340178571428568
