,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen
2016-09-24 16:00:00,30.6,110,19,18.166666666666668
2016-09-24 19:00:00,26.6,100,23,18.166666666666668
2016-09-24 22:00:00,25.4,115,27,18.166666666666668
2016-09-25 01:00:00,25.2,140,24,16.7
2016-09-25 04:00:00,24.5,145,22,16.7
2016-09-25 07:00:00,25.2,155,24,16.7
2016-09-25 10:00:00,29.0,160,20,16.7
2016-09-25 13:00:00,30.2,150,18,16.7
2016-09-25 16:00:00,29.7,130,20,16.7
2016-09-25 19:00:00,26.6,140,21,17.633333333333333
2016-09-25 22:00:00,26.1,140,24,15.766666666666666
2016-09-26 01:00:00,25.5,145,25,12.133333333333333
2016-09-26 04:00:00,24.8,145,24,16.4
2016-09-26 07:00:00,25.6,135,19,23.33333333333333
2016-09-26 10:00:00,28.8,130,16,21.700000000000003
2016-09-26 13:00:00,30.6,135,12,18.64761904761905
2016-09-26 16:00:00,30.1,135,11,17.3
2016-09-26 19:00:00,26.8,115,12,20.766666666666666
2016-09-26 22:00:00,26.1,140,13,18.9
2016-09-27 01:00:00,25.8,170,13,20.333333333333336
2016-09-27 04:00:00,25.0,130,5,20.333333333333336
2016-09-27 07:00:00,27.2,100,7,20.333333333333336
2016-09-27 10:00:00,30.0,120,6,20.333333333333336
2016-09-27 13:00:00,32.1,35,2,20.333333333333336
2016-09-27 16:00:00,32.4,65,4,20.333333333333336
2016-09-27 19:00:00,28.3,105,3,23.166666666666668
2016-09-27 22:00:00,27.1,155,5,17.5
2016-09-28 01:00:00,25.8,155,4,19.54444444444444
2016-09-28 04:00:00,25.1,140,3,19.54444444444444
2016-09-28 07:00:00,27.0,125,4,19.54444444444444
2016-09-28 10:00:00,31.0,120,4,19.54444444444444
2016-09-28 13:00:00,32.7,310,3,19.54444444444444
2016-09-28 16:00:00,33.0,345,3,18.9
2016-09-28 19:00:00,28.7,100,2,24.23333333333333
2016-09-28 22:00:00,27.1,115,3,15.5
2016-09-29 01:00:00,26.1,85,9,14.333333333333334
2016-09-29 04:00:00,25.4,95,8,16.8
2016-09-29 07:00:00,26.8,80,4,28.6
2016-09-29 10:00:00,30.6,70,5,22.5
2016-09-29 13:00:00,33.1,5,2,16.1
2016-09-29 16:00:00,32.0,15,3,14.4
2016-09-29 19:00:00,27.9,55,4,24.166666666666668
2016-09-29 22:00:00,27.1,80,4,15.833333333333334
2016-09-30 01:00:00,26.3,340,7,15.6
2016-09-30 04:00:00,25.9,20,10,16.0
2016-09-30 07:00:00,27.3,50,9,20.46666666666667
2016-09-30 10:00:00,29.7,70,7,17.833333333333332
2016-09-30 13:00:00,31.1,85,6,14.066666666666668
2016-09-30 16:00:00,30.8,85,5,16.433333333333334
2016-09-30 19:00:00,27.4,85,7,22.73333333333333
2016-09-30 22:00:00,26.5,120,10,19.5
2016-10-01 01:00:00,25.9,120,15,22.066666666666663
2016-10-01 04:00:00,25.4,130,10,20.33333333333333
2016-10-01 07:00:00,25.9,205,3,26.433333333333334
2016-10-01 10:00:00,29.0,20,5,24.433333333333334
2016-10-01 13:00:00,29.6,55,7,23.3
2016-10-01 16:00:00,30.2,60,8,21.566666666666663
2016-10-01 19:00:00,26.4,50,7,25.23333333333333
2016-10-01 22:00:00,25.9,75,8,21.666666666666668
2016-10-02 01:00:00,25.1,75,9,19.3
2016-10-02 04:00:00,24.8,65,9,25.1
2016-10-02 07:00:00,25.7,55,13,29.700000000000003
2016-10-02 10:00:00,28.9,55,20,24.55
2016-10-02 13:00:00,30.5,45,18,24.4
2016-10-02 16:00:00,30.3,40,19,34.36666666666667
2016-10-02 19:00:00,26.7,60,22,32.86666666666667
2016-10-02 22:00:00,25.4,70,26,24.26666666666667
2016-10-03 01:00:00,24.7,75,21,24.23333333333333
2016-10-03 04:00:00,24.1,65,20,25.03333333333333
2016-10-03 07:00:00,26.1,65,19,25.286666666666665
2016-10-03 10:00:00,29.6,50,19,25.286666666666665
2016-10-03 13:00:00,31.3,35,13,25.286666666666665
2016-10-03 16:00:00,31.1,35,13,21.3
2016-10-03 19:00:00,26.9,65,10,30.1
2016-10-03 22:00:00,25.9,110,12,25.76666666666667
2016-10-04 01:00:00,24.9,115,12,25.838888888888892
2016-10-04 04:00:00,24.0,105,8,25.838888888888892
2016-10-04 07:00:00,25.9,90,5,25.838888888888892
2016-10-04 10:00:00,29.6,70,5,25.838888888888892
2016-10-04 13:00:00,31.8,30,4,25.838888888888892
2016-10-04 16:00:00,31.7,35,6,20.0
2016-10-04 19:00:00,27.8,70,7,28.666666666666668
2016-10-04 22:00:00,26.9,80,5,28.85
2016-10-05 01:00:00,26.1,30,7,19.566666666666666
2016-10-05 04:00:00,25.2,50,10,19.566666666666666
2016-10-05 07:00:00,26.6,60,10,19.566666666666666
2016-10-05 10:00:00,29.7,70,11,19.566666666666666
2016-10-05 13:00:00,29.8,75,16,19.566666666666666
2016-10-05 16:00:00,29.9,70,17,19.566666666666666
2016-10-05 19:00:00,26.9,75,25,21.933333333333334
2016-10-05 22:00:00,26.1,85,32,17.2
2016-10-06 01:00:00,25.4,105,29,19.0
2016-10-06 04:00:00,24.7,110,26,19.0
2016-10-06 07:00:00,25.2,100,28,19.0
2016-10-06 10:00:00,28.7,90,26,19.0
2016-10-06 13:00:00,31.1,70,18,19.0
2016-10-06 16:00:00,29.5,65,21,19.0
2016-10-06 19:00:00,26.6,80,31,21.866666666666664
2016-10-06 22:00:00,25.6,95,34,16.133333333333333
2016-10-07 01:00:00,24.8,90,34,20.770592403628115
2016-10-07 04:00:00,24.4,85,32,20.770592403628115
2016-10-07 07:00:00,25.2,80,36,20.770592403628115
2016-10-07 10:00:00,28.5,70,31,20.770592403628115
2016-10-07 13:00:00,30.0,50,18,20.770592403628115
2016-10-07 16:00:00,30.2,45,17,20.770592403628115
2016-10-07 19:00:00,26.2,70,21,20.770592403628115
2016-10-07 22:00:00,25.9,85,23,20.770592403628115
2016-10-08 01:00:00,25.4,90,18,20.770592403628115
2016-10-08 04:00:00,24.6,100,13,20.770592403628115
2016-10-08 07:00:00,26.0,40,6,20.770592403628115
2016-10-08 10:00:00,28.6,60,9,20.770592403628115
2016-10-08 13:00:00,30.2,60,11,20.770592403628115
2016-10-08 16:00:00,30.4,50,11,20.770592403628115
2016-10-08 19:00:00,26.7,45,10,20.770592403628115
2016-10-08 22:00:00,26.0,60,9,20.770592403628115
2016-10-09 01:00:00,25.7,60,10,24.85
2016-10-09 04:00:00,24.6,85,18,24.85
2016-10-09 07:00:00,26.5,75,14,24.85
2016-10-09 10:00:00,29.7,80,12,24.85
2016-10-09 13:00:00,31.7,75,10,24.85
2016-10-09 16:00:00,31.5,65,13,24.85
2016-10-09 19:00:00,26.9,70,14,26.6
2016-10-09 22:00:00,26.2,90,10,23.100000000000005
2016-10-10 01:00:00,25.4,95,12,25.950000000000003
2016-10-10 04:00:00,24.7,85,11,25.950000000000003
2016-10-10 07:00:00,26.2,55,9,25.950000000000003
2016-10-10 10:00:00,29.6,70,12,25.950000000000003
2016-10-10 13:00:00,31.6,65,9,25.950000000000003
2016-10-10 16:00:00,31.5,65,8,25.950000000000003
2016-10-10 19:00:00,27.2,55,6,28.933333333333337
2016-10-10 22:00:00,26.2,55,8,22.96666666666667
2016-10-11 01:00:00,25.4,80,17,27.29444444444444
2016-10-11 04:00:00,25.2,80,15,27.29444444444444
2016-10-11 07:00:00,25.9,50,13,27.29444444444444
2016-10-11 10:00:00,29.4,60,15,27.29444444444444
2016-10-11 13:00:00,31.6,65,10,27.29444444444444
2016-10-11 16:00:00,31.7,70,10,30.1
2016-10-11 19:00:00,27.3,70,20,29.63333333333333
2016-10-11 22:00:00,26.5,90,25,22.15
2016-10-12 01:00:00,25.3,85,19,22.90844444444445
2016-10-12 04:00:00,23.8,70,18,22.90844444444445
2016-10-12 07:00:00,24.8,55,18,22.90844444444445
2016-10-12 10:00:00,29.0,40,21,22.90844444444445
2016-10-12 13:00:00,31.6,35,16,22.90844444444445
2016-10-12 16:00:00,31.2,45,16,22.90844444444445
2016-10-12 19:00:00,26.6,70,21,22.90844444444445
2016-10-12 22:00:00,25.9,75,27,22.90844444444445
2016-10-13 01:00:00,24.3,50,18,22.90844444444445
2016-10-13 04:00:00,23.2,45,20,22.90844444444445
2016-10-13 07:00:00,24.7,55,28,22.90844444444445
2016-10-13 10:00:00,29.1,65,38,22.90844444444445
2016-10-13 13:00:00,31.4,50,28,22.90844444444445
2016-10-13 16:00:00,30.3,55,30,22.90844444444445
2016-10-13 19:00:00,26.5,50,30,22.90844444444445
2016-10-13 22:00:00,25.5,45,29,22.90844444444445
2016-10-14 01:00:00,24.3,55,27,22.90844444444445
2016-10-14 04:00:00,23.5,50,34,22.90844444444445
2016-10-14 07:00:00,24.0,40,48,22.90844444444445
2016-10-14 10:00:00,28.4,40,50,22.90844444444445
2016-10-14 13:00:00,25.7,40,33,22.90844444444445
2016-10-14 16:00:00,24.2,35,45,22.90844444444445
2016-10-14 19:00:00,24.5,35,50,22.90844444444445
2016-10-14 22:00:00,24.2,30,55,22.90844444444445
2016-10-15 01:00:00,23.7,40,39,22.90844444444445
2016-10-15 04:00:00,23.1,50,20,22.90844444444445
2016-10-15 07:00:00,23.3,85,12,22.90844444444445
2016-10-15 10:00:00,24.2,80,10,22.90844444444445
2016-10-15 13:00:00,26.6,55,8,22.90844444444445
2016-10-15 16:00:00,27.1,85,16,22.90844444444445
2016-10-15 19:00:00,24.0,95,24,22.90844444444445
2016-10-15 22:00:00,23.6,100,33,22.90844444444445
2016-10-16 01:00:00,23.2,90,33,26.622222222222216
2016-10-16 04:00:00,22.8,90,32,26.622222222222216
2016-10-16 07:00:00,24.1,90,37,26.622222222222216
2016-10-16 10:00:00,28.6,95,43,26.622222222222216
2016-10-16 13:00:00,30.3,80,40,26.622222222222216
2016-10-16 16:00:00,29.4,75,43,26.622222222222216
2016-10-16 19:00:00,25.6,75,44,26.622222222222216
2016-10-16 22:00:00,24.7,75,46,26.622222222222216
2016-10-17 01:00:00,23.2,70,33,26.622222222222216
2016-10-17 04:00:00,22.3,70,41,26.622222222222216
2016-10-17 07:00:00,23.9,70,54,26.622222222222216
2016-10-17 10:00:00,28.4,70,45,26.622222222222216
2016-10-17 13:00:00,30.0,60,21,26.622222222222216
2016-10-17 16:00:00,30.0,60,21,26.622222222222216
2016-10-17 19:00:00,25.4,65,30,26.622222222222216
2016-10-17 22:00:00,24.5,70,31,26.622222222222216
2016-10-18 01:00:00,24.0,60,22,26.622222222222216
2016-10-18 04:00:00,23.2,40,26,26.622222222222216
2016-10-18 07:00:00,25.4,40,34,26.622222222222216
2016-10-18 10:00:00,29.2,35,27,26.622222222222216
2016-10-18 13:00:00,31.2,5,11,26.622222222222216
2016-10-18 16:00:00,31.2,10,8,26.622222222222216
2016-10-18 19:00:00,26.4,325,6,26.622222222222216
2016-10-18 22:00:00,25.8,300,6,26.622222222222216
2016-10-19 01:00:00,24.9,245,10,26.622222222222216
2016-10-19 04:00:00,24.0,245,8,26.622222222222216
2016-10-19 07:00:00,25.4,295,10,26.622222222222216
2016-10-19 10:00:00,29.8,285,10,26.622222222222216
2016-10-19 13:00:00,32.4,240,13,26.622222222222216
2016-10-19 16:00:00,32.1,240,15,26.622222222222216
2016-10-19 19:00:00,28.0,220,14,26.622222222222216
2016-10-19 22:00:00,26.6,225,17,26.622222222222216
2016-10-20 01:00:00,25.2,235,18,19.622222222222224
2016-10-20 04:00:00,24.3,240,15,19.622222222222224
2016-10-20 07:00:00,25.6,255,14,19.622222222222224
2016-10-20 10:00:00,30.1,255,13,19.622222222222224
2016-10-20 13:00:00,32.6,245,9,19.622222222222224
2016-10-20 16:00:00,32.6,225,9,21.1
2016-10-20 19:00:00,27.9,215,12,20.866666666666664
2016-10-20 22:00:00,26.8,205,12,16.9
2016-10-21 01:00:00,25.7,230,13,21.65
2016-10-21 04:00:00,24.8,250,14,21.65
2016-10-21 07:00:00,26.0,255,14,21.65
2016-10-21 10:00:00,30.4,255,10,21.65
2016-10-21 13:00:00,32.5,235,8,21.65
2016-10-21 16:00:00,32.4,225,9,20.6
2016-10-21 19:00:00,28.2,230,8,22.7
2016-10-21 22:00:00,26.8,195,6,21.65
2016-10-22 01:00:00,25.6,165,8,21.78333333333333
2016-10-22 04:00:00,24.8,165,8,21.78333333333333
2016-10-22 07:00:00,25.6,180,10,21.78333333333333
2016-10-22 10:00:00,29.9,195,7,21.78333333333333
2016-10-22 13:00:00,32.6,190,3,21.78333333333333
2016-10-22 16:00:00,32.3,195,4,21.4
2016-10-22 19:00:00,28.5,180,4,22.166666666666668
2016-10-22 22:00:00,27.1,150,4,21.78333333333333
2016-10-23 01:00:00,25.9,140,6,21.018518518518515
2016-10-23 04:00:00,25.1,145,4,21.018518518518515
2016-10-23 07:00:00,26.7,75,6,21.018518518518515
2016-10-23 10:00:00,30.5,85,10,21.018518518518515
2016-10-23 13:00:00,31.5,95,9,21.018518518518515
2016-10-23 16:00:00,31.4,100,10,21.018518518518515
2016-10-23 19:00:00,27.7,105,12,21.018518518518515
2016-10-23 22:00:00,26.4,135,16,21.018518518518515
2016-10-24 01:00:00,25.7,145,15,21.018518518518515
2016-10-24 04:00:00,25.0,160,12,21.018518518518515
2016-10-24 07:00:00,26.2,140,14,21.018518518518515
2016-10-24 10:00:00,29.4,150,17,21.018518518518515
2016-10-24 13:00:00,30.9,160,14,21.018518518518515
2016-10-24 16:00:00,30.6,145,9,21.018518518518515
2016-10-24 19:00:00,26.7,115,11,21.018518518518515
2016-10-24 22:00:00,25.2,130,18,21.018518518518515
2016-10-25 01:00:00,24.2,170,19,21.018518518518515
2016-10-25 04:00:00,23.8,155,17,21.018518518518515
2016-10-25 07:00:00,25.4,140,18,21.018518518518515
2016-10-25 10:00:00,28.8,140,16,21.018518518518515
2016-10-25 13:00:00,30.7,135,13,21.018518518518515
2016-10-25 16:00:00,30.1,120,11,21.018518518518515
2016-10-25 19:00:00,26.5,130,22,21.018518518518515
2016-10-25 22:00:00,25.7,130,27,21.018518518518515
2016-10-26 01:00:00,24.9,135,28,21.018518518518515
2016-10-26 04:00:00,24.3,130,27,21.018518518518515
2016-10-26 07:00:00,25.4,135,24,21.018518518518515
2016-10-26 10:00:00,29.2,130,25,21.018518518518515
2016-10-26 13:00:00,31.0,115,18,21.018518518518515
2016-10-26 16:00:00,31.1,110,20,21.018518518518515
2016-10-26 19:00:00,26.8,95,26,21.018518518518515
2016-10-26 22:00:00,25.8,95,29,21.018518518518515
2016-10-27 01:00:00,25.2,90,24,21.018518518518515
2016-10-27 04:00:00,24.3,70,21,21.018518518518515
2016-10-27 07:00:00,24.8,85,17,21.018518518518515
2016-10-27 10:00:00,28.7,85,12,21.018518518518515
2016-10-27 13:00:00,30.8,80,9,21.018518518518515
2016-10-27 16:00:00,30.5,80,10,21.018518518518515
2016-10-27 19:00:00,26.8,90,14,21.018518518518515
2016-10-27 22:00:00,25.9,90,20,21.018518518518515
2016-10-28 01:00:00,25.1,95,25,16.65
2016-10-28 04:00:00,24.4,85,22,16.65
2016-10-28 07:00:00,25.2,70,25,16.65
2016-10-28 10:00:00,29.0,70,26,16.65
2016-10-28 13:00:00,32.2,70,17,16.65
2016-10-28 16:00:00,31.8,70,18,15.5
2016-10-28 19:00:00,27.0,90,21,17.8
2016-10-28 22:00:00,26.1,100,28,16.65
2016-10-29 01:00:00,25.1,90,22,14.366666666666667
2016-10-29 04:00:00,23.9,70,25,14.366666666666667
2016-10-29 07:00:00,24.5,75,40,14.366666666666667
2016-10-29 10:00:00,28.7,85,37,14.366666666666667
2016-10-29 13:00:00,31.3,75,28,14.366666666666667
2016-10-29 16:00:00,30.3,70,30,13.8
2016-10-29 19:00:00,26.5,80,39,14.933333333333332
2016-10-29 22:00:00,25.4,80,43,14.366666666666667
2016-10-30 01:00:00,24.2,85,49,17.855555555555554
2016-10-30 04:00:00,23.1,85,59,17.855555555555554
2016-10-30 07:00:00,23.8,90,59,17.855555555555554
2016-10-30 10:00:00,28.0,85,52,17.855555555555554
2016-10-30 13:00:00,30.7,80,31,17.855555555555554
2016-10-30 16:00:00,30.2,80,38,13.9
2016-10-30 19:00:00,26.2,75,42,18.4
2016-10-30 22:00:00,24.9,75,43,21.266666666666666
2016-10-31 01:00:00,23.5,70,37,20.366666666666667
2016-10-31 04:00:00,22.8,75,46,20.366666666666667
2016-10-31 07:00:00,24.2,80,51,20.366666666666667
2016-10-31 10:00:00,28.6,75,49,20.366666666666667
2016-10-31 13:00:00,30.9,75,36,20.366666666666667
2016-10-31 16:00:00,29.9,75,39,18.7
2016-10-31 19:00:00,26.3,80,44,20.8
2016-10-31 22:00:00,25.4,75,46,21.6
2016-11-01 01:00:00,23.8,80,49,16.700000000000003
2016-11-01 04:00:00,22.9,85,55,16.700000000000003
2016-11-01 07:00:00,23.4,80,53,16.700000000000003
2016-11-01 10:00:00,28.4,75,52,16.700000000000003
2016-11-01 13:00:00,31.2,70,36,16.700000000000003
2016-11-01 16:00:00,29.6,80,45,16.700000000000003
2016-11-01 19:00:00,25.0,85,44,16.700000000000003
2016-11-01 22:00:00,24.7,80,58,16.700000000000003
2016-11-02 01:00:00,22.7,80,50,17.572222222222223
2016-11-02 04:00:00,22.2,80,58,17.572222222222223
2016-11-02 07:00:00,23.1,80,64,17.572222222222223
2016-11-02 10:00:00,28.0,75,67,17.572222222222223
2016-11-02 13:00:00,30.7,75,52,17.572222222222223
2016-11-02 16:00:00,29.5,75,52,16.6
2016-11-02 19:00:00,25.2,80,58,18.65
2016-11-02 22:00:00,23.9,85,58,17.466666666666665
2016-11-03 01:00:00,22.4,80,47,21.655555555555555
2016-11-03 04:00:00,21.3,75,55,21.655555555555555
2016-11-03 07:00:00,21.6,75,61,21.655555555555555
2016-11-03 10:00:00,26.2,75,59,21.655555555555555
2016-11-03 13:00:00,29.1,65,30,21.655555555555555
2016-11-03 16:00:00,28.3,70,31,19.8
2016-11-03 19:00:00,24.2,75,33,22.666666666666668
2016-11-03 22:00:00,22.7,75,36,22.5
2016-11-04 01:00:00,21.3,75,33,33.81666666666667
2016-11-04 04:00:00,20.3,70,31,33.81666666666667
2016-11-04 07:00:00,21.1,45,21,33.81666666666667
2016-11-04 10:00:00,25.7,40,18,33.81666666666667
2016-11-04 13:00:00,28.9,40,15,33.81666666666667
2016-11-04 16:00:00,28.6,40,12,34.1
2016-11-04 19:00:00,23.7,40,10,33.53333333333334
2016-11-04 22:00:00,22.7,65,11,33.81666666666667
2016-11-05 01:00:00,21.9,5,9,31.433333333333334
2016-11-05 04:00:00,21.1,340,12,31.433333333333334
2016-11-05 07:00:00,23.3,330,13,31.433333333333334
2016-11-05 10:00:00,27.0,355,14,31.433333333333334
2016-11-05 13:00:00,30.2,5,11,31.433333333333334
2016-11-05 16:00:00,30.0,355,8,31.7
2016-11-05 19:00:00,24.7,335,7,35.300000000000004
2016-11-05 22:00:00,24.2,320,14,27.3
2016-11-06 01:00:00,23.3,335,19,36.083333333333336
2016-11-06 04:00:00,22.6,360,16,36.083333333333336
2016-11-06 07:00:00,24.2,350,14,36.083333333333336
2016-11-06 10:00:00,28.2,25,11,36.083333333333336
2016-11-06 13:00:00,30.7,60,10,36.083333333333336
2016-11-06 16:00:00,31.0,80,10,34.6
2016-11-06 19:00:00,26.4,100,18,39.7
2016-11-06 22:00:00,26.1,80,18,33.95
2016-11-07 01:00:00,25.6,60,15,25.375396825396816
2016-11-07 04:00:00,24.4,50,20,25.375396825396816
2016-11-07 07:00:00,25.2,65,24,25.375396825396816
2016-11-07 10:00:00,26.2,75,27,25.375396825396816
2016-11-07 13:00:00,29.0,80,18,25.375396825396816
2016-11-07 16:00:00,29.2,85,17,25.375396825396816
2016-11-07 19:00:00,26.4,100,20,25.375396825396816
2016-11-07 22:00:00,25.2,110,26,25.375396825396816
2016-11-08 01:00:00,24.4,110,33,25.375396825396816
2016-11-08 04:00:00,23.8,115,37,25.375396825396816
2016-11-08 07:00:00,24.3,125,33,25.375396825396816
2016-11-08 10:00:00,28.4,135,32,25.375396825396816
2016-11-08 13:00:00,30.4,135,26,25.375396825396816
2016-11-08 16:00:00,29.4,135,26,25.375396825396816
2016-11-08 19:00:00,26.4,150,27,25.375396825396816
2016-11-08 22:00:00,25.4,155,21,25.375396825396816
2016-11-09 01:00:00,24.7,135,17,17.627777777777776
2016-11-09 04:00:00,24.2,115,17,17.627777777777776
2016-11-09 07:00:00,25.4,115,13,17.627777777777776
2016-11-09 10:00:00,28.9,90,16,17.627777777777776
2016-11-09 13:00:00,31.0,85,11,17.627777777777776
2016-11-09 16:00:00,29.7,90,16,13.35
2016-11-09 19:00:00,25.8,95,26,19.33333333333333
2016-11-09 22:00:00,24.9,100,28,20.2
2016-11-10 01:00:00,23.2,110,23,13.805555555555555
2016-11-10 04:00:00,22.5,115,27,13.805555555555555
2016-11-10 07:00:00,22.9,130,32,13.805555555555555
2016-11-10 10:00:00,24.5,125,37,13.805555555555555
2016-11-10 13:00:00,28.6,130,19,13.805555555555555
2016-11-10 16:00:00,28.4,100,29,14.25
2016-11-10 19:00:00,25.0,105,30,15.366666666666664
2016-11-10 22:00:00,23.4,110,25,11.8
2016-11-11 01:00:00,21.6,110,32,27.791666666666664
2016-11-11 04:00:00,20.9,105,37,27.791666666666664
2016-11-11 07:00:00,21.7,105,38,27.791666666666664
2016-11-11 10:00:00,26.0,105,35,27.791666666666664
2016-11-11 13:00:00,29.4,100,15,27.791666666666664
2016-11-11 16:00:00,29.0,90,14,26.75
2016-11-11 19:00:00,25.0,120,14,28.83333333333333
2016-11-11 22:00:00,23.9,130,13,27.791666666666664
2016-11-12 01:00:00,22.9,115,7,21.275
2016-11-12 04:00:00,21.9,75,10,21.275
2016-11-12 07:00:00,23.6,55,12,21.275
2016-11-12 10:00:00,27.8,60,15,21.275
2016-11-12 13:00:00,30.5,70,13,21.275
2016-11-12 16:00:00,30.5,75,11,19.9
2016-11-12 19:00:00,26.0,100,12,22.65
2016-11-12 22:00:00,25.2,100,14,21.275
2016-11-13 01:00:00,24.3,105,13,23.349999999999998
2016-11-13 04:00:00,23.6,105,9,23.349999999999998
2016-11-13 07:00:00,25.0,100,8,23.349999999999998
2016-11-13 10:00:00,28.7,95,9,23.349999999999998
2016-11-13 13:00:00,30.7,75,7,23.349999999999998
2016-11-13 16:00:00,30.7,65,6,25.55
2016-11-13 19:00:00,26.4,55,5,26.0
2016-11-13 22:00:00,25.4,65,5,18.5
2016-11-14 01:00:00,24.6,30,2,30.433333333333337
2016-11-14 04:00:00,23.7,50,3,30.433333333333337
2016-11-14 07:00:00,25.7,25,2,30.433333333333337
2016-11-14 10:00:00,29.2,10,4,30.433333333333337
2016-11-14 13:00:00,31.3,55,7,30.0
2016-11-14 16:00:00,31.3,55,8,30.7
2016-11-14 19:00:00,26.8,90,12,30.6
2016-11-14 22:00:00,25.8,110,15,30.433333333333337
2016-11-15 01:00:00,24.9,110,14,18.883333333333336
2016-11-15 04:00:00,23.8,85,10,18.883333333333336
2016-11-15 07:00:00,24.3,65,15,18.883333333333336
2016-11-15 10:00:00,28.7,60,20,18.883333333333336
2016-11-15 13:00:00,31.2,65,20,18.883333333333336
2016-11-15 16:00:00,30.6,70,19,16.4
2016-11-15 19:00:00,25.5,85,24,20.8
2016-11-15 22:00:00,24.2,75,24,19.45
2016-11-16 01:00:00,22.8,65,23,27.26111111111111
2016-11-16 04:00:00,21.5,60,30,27.26111111111111
2016-11-16 07:00:00,22.5,65,28,27.26111111111111
2016-11-16 10:00:00,27.4,65,28,27.26111111111111
2016-11-16 13:00:00,30.9,60,16,27.26111111111111
2016-11-16 16:00:00,30.3,65,16,24.05
2016-11-16 19:00:00,24.9,80,18,30.133333333333336
2016-11-16 22:00:00,23.5,85,21,27.6
2016-11-17 01:00:00,22.2,75,18,20.51666666666667
2016-11-17 04:00:00,21.2,55,26,20.51666666666667
2016-11-17 07:00:00,22.3,50,33,20.51666666666667
2016-11-17 10:00:00,27.4,60,36,20.51666666666667
2016-11-17 13:00:00,31.0,50,17,20.51666666666667
2016-11-17 16:00:00,30.3,45,16,20.05
2016-11-17 19:00:00,25.0,85,20,23.600000000000005
2016-11-17 22:00:00,23.8,85,19,17.9
2016-11-18 01:00:00,22.5,55,15,25.625
2016-11-18 04:00:00,21.7,55,21,25.625
2016-11-18 07:00:00,23.1,55,21,25.625
2016-11-18 10:00:00,28.0,60,21,25.625
2016-11-18 13:00:00,30.8,45,14,25.625
2016-11-18 16:00:00,30.4,50,11,25.75
2016-11-18 19:00:00,25.4,90,11,25.5
2016-11-18 22:00:00,24.2,95,11,25.625
2016-11-19 01:00:00,23.4,90,9,16.4
2016-11-19 04:00:00,22.4,60,10,16.4
2016-11-19 07:00:00,24.2,55,12,16.4
2016-11-19 10:00:00,28.5,60,15,16.4
2016-11-19 13:00:00,30.7,40,12,16.4
2016-11-19 16:00:00,30.7,20,12,16.4
2016-11-19 19:00:00,26.2,20,7,16.4
2016-11-19 22:00:00,25.0,45,8,16.4
2016-11-20 01:00:00,24.1,75,9,17.2
2016-11-20 04:00:00,23.5,75,8,21.71666666666667
2016-11-20 07:00:00,24.9,70,12,21.71666666666667
2016-11-20 10:00:00,29.0,65,13,21.71666666666667
2016-11-20 13:00:00,31.8,50,11,21.71666666666667
2016-11-20 16:00:00,31.2,25,12,22.55
2016-11-20 19:00:00,27.0,35,16,25.4
2016-11-20 22:00:00,25.9,45,16,21.71666666666667
2016-11-21 01:00:00,25.2,65,14,23.916666666666664
2016-11-21 04:00:00,24.3,75,11,23.916666666666664
2016-11-21 07:00:00,25.8,80,12,23.916666666666664
2016-11-21 10:00:00,29.5,75,14,23.916666666666664
2016-11-21 13:00:00,32.0,40,10,23.916666666666664
2016-11-21 16:00:00,31.3,15,10,20.433333333333334
2016-11-21 19:00:00,27.3,10,5,27.4
2016-11-21 22:00:00,26.2,5,7,23.916666666666664
2016-11-22 01:00:00,25.3,30,9,25.099999999999998
2016-11-22 04:00:00,24.4,60,9,25.099999999999998
2016-11-22 07:00:00,25.9,70,7,25.099999999999998
2016-11-22 10:00:00,29.6,90,12,25.099999999999998
2016-11-22 13:00:00,31.7,75,5,25.099999999999998
2016-11-22 16:00:00,31.5,40,8,25.25
2016-11-22 19:00:00,27.7,75,10,27.8
2016-11-22 22:00:00,26.7,100,13,22.25
2016-11-23 01:00:00,25.7,95,11,16.688888888888886
2016-11-23 04:00:00,25.0,65,8,16.688888888888886
2016-11-23 07:00:00,25.6,60,14,16.688888888888886
2016-11-23 10:00:00,29.7,70,21,16.688888888888886
2016-11-23 13:00:00,31.5,65,19,16.688888888888886
2016-11-23 16:00:00,30.9,55,23,17.4
2016-11-23 19:00:00,27.3,65,21,20.366666666666664
2016-11-23 22:00:00,26.4,65,28,12.3
2016-11-24 01:00:00,24.8,55,28,11.35
2016-11-24 04:00:00,24.1,55,34,19.1
2016-11-24 07:00:00,24.5,75,33,22.03333333333333
2016-11-24 10:00:00,28.2,85,35,13.666666666666666
2016-11-24 13:00:00,31.4,85,25,17.05
2016-11-24 16:00:00,28.8,80,29,16.64
2016-11-24 19:00:00,25.9,100,37,16.64
2016-11-24 22:00:00,24.4,105,36,16.64
2016-11-25 01:00:00,23.8,105,28,24.71
2016-11-25 04:00:00,22.4,95,28,24.71
2016-11-25 07:00:00,22.8,95,28,24.71
2016-11-25 10:00:00,27.2,80,28,13.866666666666664
2016-11-25 13:00:00,30.0,70,15,29.76666666666667
2016-11-25 16:00:00,29.6,85,20,33.46666666666667
2016-11-25 19:00:00,25.9,100,27,27.0
2016-11-25 22:00:00,25.4,100,22,19.45
2016-11-26 01:00:00,24.4,80,10,22.766666666666666
2016-11-26 04:00:00,23.2,60,13,18.2
