,Chanthaburi,Chanthaburi,Chanthaburi,Chanthaburi
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2018-10-29 10:00:00,30.1,70,30,19.23333333333333
2018-10-29 13:00:00,32.2,65,24,23.4
2018-10-29 16:00:00,31.7,65,26,25.766666666666666
2018-10-29 19:00:00,27.4,45,35,24.666666666666668
2018-10-29 22:00:00,26.3,60,35,21.03333333333333
2018-10-30 01:00:00,25.5,55,34,23.933333333333334
2018-10-30 04:00:00,24.9,60,34,24.7
2018-10-30 07:00:00,24.8,55,38,20.7
2018-10-30 10:00:00,28.6,65,37,21.166666666666668
2018-10-30 13:00:00,31.8,65,28,26.1
2018-10-30 16:00:00,30.8,60,27,29.83333333333333
2018-10-30 19:00:00,27.0,45,35,27.566666666666663
2018-10-30 22:00:00,26.1,50,42,24.566666666666663
2018-10-31 01:00:00,25.0,50,35,26.766666666666666
2018-10-31 04:00:00,23.6,50,33,28.866666666666664
2018-10-31 07:00:00,23.3,50,46,25.133333333333336
2018-10-31 10:00:00,26.9,60,47,20.5
2018-10-31 13:00:00,29.4,65,40,30.666666666666668
2018-10-31 16:00:00,29.7,65,40,34.2
2018-10-31 19:00:00,25.8,65,34,32.23333333333333
2018-10-31 22:00:00,24.3,60,38,28.133333333333336
2018-11-01 01:00:00,23.1,55,36,27.6
2018-11-01 04:00:00,22.3,60,35,28.666666666666668
2018-11-01 07:00:00,22.2,70,25,22.33333333333333
2018-11-01 10:00:00,26.4,80,24,24.2
2018-11-01 13:00:00,29.7,55,17,29.066666666666663
2018-11-01 16:00:00,29.9,60,23,34.36666666666667
2018-11-01 19:00:00,25.7,60,17,36.73333333333333
2018-11-01 22:00:00,24.3,80,19,30.866666666666664
2018-11-02 01:00:00,23.6,60,27,30.1
2018-11-02 04:00:00,22.7,75,23,32.800000000000004
2018-11-02 07:00:00,22.8,85,16,25.899999999999995
2018-11-02 10:00:00,27.9,80,12,23.133333333333336
2018-11-02 13:00:00,31.8,65,10,37.56666666666667
2018-11-02 16:00:00,31.5,55,15,33.53333333333333
2018-11-02 19:00:00,26.5,65,12,27.166666666666668
2018-11-02 22:00:00,25.5,90,18,30.23333333333333
2018-11-03 01:00:00,24.5,95,21,31.0
2018-11-03 04:00:00,23.8,100,16,30.266666666666666
2018-11-03 07:00:00,24.4,90,13,22.433333333333334
2018-11-03 10:00:00,28.9,90,13,20.83333333333333
2018-11-03 13:00:00,31.7,75,20,28.46666666666667
2018-11-03 16:00:00,31.6,70,20,40.03333333333333
2018-11-03 19:00:00,27.1,60,13,32.06666666666667
2018-11-03 22:00:00,26.0,85,16,26.0
2018-11-04 01:00:00,25.5,90,20,32.166666666666664
2018-11-04 04:00:00,24.8,100,18,32.73333333333333
2018-11-04 07:00:00,25.6,95,17,24.83333333333333
2018-11-04 10:00:00,30.1,85,16,18.866666666666664
2018-11-04 13:00:00,32.4,60,20,26.83333333333333
2018-11-04 16:00:00,32.2,55,19,39.66666666666666
2018-11-04 19:00:00,27.7,65,18,39.13333333333333
2018-11-04 22:00:00,26.8,70,21,35.8
2018-11-05 01:00:00,25.9,75,20,25.666666666666668
2018-11-05 04:00:00,25.3,75,20,28.83333333333333
2018-11-05 07:00:00,26.0,60,25,26.9
2018-11-05 10:00:00,30.2,55,23,24.8
2018-11-05 13:00:00,32.9,45,26,34.96666666666667
2018-11-05 16:00:00,32.5,55,24,45.5
2018-11-05 19:00:00,28.0,55,21,39.53333333333333
2018-11-05 22:00:00,27.0,65,23,30.166666666666668
2018-11-06 01:00:00,25.9,45,28,31.53333333333333
2018-11-06 04:00:00,25.3,60,29,26.23333333333333
2018-11-06 07:00:00,26.0,50,41,17.666666666666664
2018-11-06 10:00:00,30.1,65,41,15.366666666666667
2018-11-06 13:00:00,32.8,70,24,25.066666666666663
2018-11-06 16:00:00,32.6,60,25,30.066666666666663
2018-11-06 19:00:00,27.9,65,28,21.866666666666664
2018-11-06 22:00:00,27.1,70,35,13.1
2018-11-07 01:00:00,26.2,65,36,16.733333333333334
2018-11-07 04:00:00,25.7,65,35,18.066666666666663
2018-11-07 07:00:00,26.1,65,38,13.866666666666667
2018-11-07 10:00:00,29.6,65,45,14.333333333333334
2018-11-07 13:00:00,31.7,65,39,20.133333333333336
2018-11-07 16:00:00,31.1,60,39,19.46666666666667
2018-11-07 19:00:00,27.3,75,47,17.066666666666666
2018-11-07 22:00:00,26.6,75,50,14.9
2018-11-08 01:00:00,26.4,80,45,16.7
2018-11-08 04:00:00,26.1,85,48,14.75
2018-11-08 07:00:00,25.8,95,44,12.9
2018-11-08 10:00:00,27.7,100,38,13.133333333333333
2018-11-08 13:00:00,31.8,90,34,19.8
2018-11-08 16:00:00,30.8,90,30,19.8
2018-11-08 19:00:00,27.1,95,38,17.233333333333334
2018-11-08 22:00:00,26.3,105,42,10.533333333333331
2018-11-09 01:00:00,25.2,105,43,13.366666666666667
2018-11-09 04:00:00,24.8,105,36,13.233333333333334
2018-11-09 07:00:00,25.3,110,30,13.433333333333332
2018-11-09 10:00:00,28.4,110,29,12.766666666666666
2018-11-09 13:00:00,30.2,110,23,16.033333333333335
2018-11-09 16:00:00,28.9,95,15,17.2
2018-11-09 19:00:00,26.5,90,19,19.6
2018-11-09 22:00:00,26.1,95,29,18.73333333333333
2018-11-10 01:00:00,25.4,90,37,16.166666666666668
2018-11-10 04:00:00,24.9,95,34,17.8
2018-11-10 07:00:00,25.5,105,30,11.733333333333333
2018-11-10 10:00:00,29.2,100,28,13.066666666666668
2018-11-10 13:00:00,31.3,80,19,11.366666666666664
2018-11-10 16:00:00,30.8,70,18,18.15
2018-11-10 19:00:00,27.1,80,21,19.3
2018-11-10 22:00:00,26.3,95,25,17.0
2018-11-11 01:00:00,25.5,105,23,17.333333333333332
2018-11-11 04:00:00,24.9,95,26,17.433333333333334
2018-11-11 07:00:00,25.4,85,30,11.833333333333334
2018-11-11 10:00:00,29.7,90,29,10.8
2018-11-11 13:00:00,32.6,60,14,16.633333333333336
2018-11-11 16:00:00,31.0,60,16,25.23333333333333
2018-11-11 19:00:00,27.3,65,20,28.26666666666667
2018-11-11 22:00:00,26.5,70,29,24.3
2018-11-12 01:00:00,25.7,80,28,23.86666666666667
2018-11-12 04:00:00,25.1,95,24,21.2
2018-11-12 07:00:00,25.9,85,23,15.1
2018-11-12 10:00:00,30.3,85,19,14.266666666666666
2018-11-12 13:00:00,32.0,60,12,19.1
2018-11-12 16:00:00,30.0,50,12,30.33333333333333
2018-11-12 19:00:00,26.6,55,15,36.03333333333333
2018-11-12 22:00:00,26.1,65,18,30.133333333333336
2018-11-13 01:00:00,25.6,75,14,27.45
2018-11-13 04:00:00,25.0,80,18,28.899999999999995
2018-11-13 07:00:00,25.5,85,24,26.8
2018-11-13 10:00:00,29.9,85,22,20.46666666666667
2018-11-13 13:00:00,31.4,80,14,23.83333333333333
2018-11-13 16:00:00,29.5,65,13,24.7
2018-11-13 19:00:00,26.7,70,19,28.4
2018-11-13 22:00:00,26.3,70,21,25.366666666666664
2018-11-14 01:00:00,25.5,70,21,25.03333333333333
2018-11-14 04:00:00,25.1,80,23,28.53333333333333
2018-11-14 07:00:00,26.0,85,23,23.8
2018-11-14 10:00:00,30.0,85,22,18.866666666666667
2018-11-14 13:00:00,31.1,90,15,24.766666666666666
2018-11-14 16:00:00,29.3,90,12,26.1
2018-11-14 19:00:00,26.8,80,16,26.9
2018-11-14 22:00:00,26.4,90,17,20.7
2018-11-15 01:00:00,25.7,85,19,23.23333333333333
2018-11-15 04:00:00,25.1,95,22,22.83333333333333
2018-11-15 07:00:00,25.7,80,26,15.966666666666669
2018-11-15 10:00:00,30.0,85,25,12.8
2018-11-15 13:00:00,31.5,75,19,22.3
2018-11-15 16:00:00,29.5,75,17,25.33333333333333
2018-11-15 19:00:00,27.0,80,19,25.433333333333337
2018-11-15 22:00:00,26.4,90,20,18.9
2018-11-16 01:00:00,25.8,95,19,19.73333333333333
2018-11-16 04:00:00,25.4,105,20,24.066666666666663
2018-11-16 07:00:00,26.1,90,17,15.266666666666666
2018-11-16 10:00:00,30.1,85,18,10.633333333333333
2018-11-16 13:00:00,31.9,70,16,18.1
2018-11-16 16:00:00,30.6,60,16,21.9
2018-11-16 19:00:00,27.0,70,14,20.83333333333333
2018-11-16 22:00:00,26.8,95,14,20.266666666666666
2018-11-17 01:00:00,26.1,110,9,23.73333333333333
2018-11-17 04:00:00,25.4,105,9,22.5
2018-11-17 07:00:00,26.0,85,14,17.3
2018-11-17 10:00:00,30.1,95,13,16.200000000000003
2018-11-17 13:00:00,31.6,90,10,17.05
2018-11-17 16:00:00,30.7,90,12,19.05
2018-11-17 19:00:00,27.2,90,18,16.833333333333332
2018-11-17 22:00:00,26.6,95,17,21.066666666666663
2018-11-18 01:00:00,25.9,90,16,18.55
2018-11-18 04:00:00,25.3,100,17,16.5
2018-11-18 07:00:00,25.9,120,14,17.733333333333334
2018-11-18 10:00:00,30.2,115,9,13.699999999999998
2018-11-18 13:00:00,31.7,65,10,21.0
2018-11-18 16:00:00,30.3,65,13,28.066666666666663
2018-11-18 19:00:00,27.3,25,7,20.366666666666664
2018-11-18 22:00:00,26.8,25,10,17.433333333333334
2018-11-19 01:00:00,26.1,35,11,16.46666666666667
2018-11-19 04:00:00,25.6,40,17,19.4
2018-11-19 07:00:00,26.0,50,28,18.266666666666666
2018-11-19 10:00:00,29.9,55,35,17.533333333333335
2018-11-19 13:00:00,31.3,45,30,15.9
2018-11-19 16:00:00,30.4,45,29,12.466666666666669
2018-11-19 19:00:00,27.4,55,37,9.766666666666667
2018-11-19 22:00:00,26.4,55,37,9.366666666666667
2018-11-20 01:00:00,25.8,70,33,10.766666666666666
2018-11-20 04:00:00,25.3,90,29,10.233333333333334
2018-11-20 07:00:00,25.5,85,27,9.066666666666666
2018-11-20 10:00:00,29.6,90,26,8.766666666666667
2018-11-20 13:00:00,31.5,80,17,9.833333333333334
2018-11-20 16:00:00,30.6,70,16,17.366666666666667
2018-11-20 19:00:00,27.1,75,19,13.233333333333334
2018-11-20 22:00:00,26.1,90,21,13.533333333333331
2018-11-21 01:00:00,25.2,100,23,16.133333333333336
2018-11-21 04:00:00,24.6,95,22,16.366666666666664
2018-11-21 07:00:00,25.3,90,16,14.433333333333332
2018-11-21 10:00:00,30.0,85,17,11.4
2018-11-21 13:00:00,32.2,50,13,17.0
2018-11-21 16:00:00,30.7,45,18,21.5
2018-11-21 19:00:00,27.1,65,13,21.2
2018-11-21 22:00:00,26.5,65,18,20.03333333333333
2018-11-22 01:00:00,25.7,80,11,18.73333333333333
2018-11-22 04:00:00,25.0,80,19,19.866666666666667
2018-11-22 07:00:00,25.5,70,21,22.0
2018-11-22 10:00:00,30.2,70,26,13.0
2018-11-22 13:00:00,32.2,60,21,13.05
2018-11-22 16:00:00,30.9,60,20,16.3
2018-11-22 19:00:00,27.4,65,25,15.533333333333331
2018-11-22 22:00:00,26.6,75,34,11.466666666666669
2018-11-23 01:00:00,26.0,55,31,16.266666666666666
2018-11-23 04:00:00,25.2,60,23,14.133333333333333
2018-11-23 07:00:00,24.9,55,27,10.166666666666666
2018-11-23 10:00:00,28.5,60,23,10.366666666666667
2018-11-23 13:00:00,31.6,45,20,20.433333333333334
2018-11-23 16:00:00,31.5,55,20,27.35
2018-11-23 19:00:00,27.1,45,22,14.3
2018-11-23 22:00:00,26.1,60,19,14.766666666666666
2018-11-24 01:00:00,25.3,35,19,14.666666666666666
2018-11-24 04:00:00,24.2,35,23,15.6
2018-11-24 07:00:00,23.8,40,22,12.699999999999998
2018-11-24 10:00:00,27.8,50,19,15.533333333333331
2018-11-24 13:00:00,30.9,30,31,21.1
2018-11-24 16:00:00,30.8,30,29,19.9
2018-11-24 19:00:00,26.2,20,32,18.0
2018-11-24 22:00:00,25.0,20,36,16.8
2018-11-25 01:00:00,24.6,25,34,18.966666666666665
2018-11-25 04:00:00,23.7,30,36,14.866666666666667
2018-11-25 07:00:00,23.9,20,51,13.1
2018-11-25 10:00:00,28.1,25,43,12.800000000000002
2018-11-25 13:00:00,30.9,30,40,16.7
2018-11-25 16:00:00,30.7,30,34,20.133333333333333
2018-11-25 19:00:00,26.6,35,37,17.933333333333334
2018-11-25 22:00:00,25.5,50,40,18.53333333333333
2018-11-26 01:00:00,25.5,45,29,14.6
2018-11-26 04:00:00,24.6,40,30,15.6
2018-11-26 07:00:00,24.1,40,34,14.666666666666666
2018-11-26 10:00:00,27.3,50,39,14.800000000000002
2018-11-26 13:00:00,29.8,65,37,23.03333333333333
2018-11-26 16:00:00,30.0,65,32,24.2
2018-11-26 19:00:00,26.2,55,33,20.83333333333333
2018-11-26 22:00:00,25.7,50,29,19.133333333333333
2018-11-27 01:00:00,25.4,45,32,18.966666666666665
2018-11-27 04:00:00,24.6,50,37,16.266666666666666
2018-11-27 07:00:00,24.0,65,30,16.966666666666665
2018-11-27 10:00:00,26.0,80,24,17.3
2018-11-27 13:00:00,26.9,100,15,11.966666666666669
2018-11-27 16:00:00,26.6,135,5,12.0
2018-11-27 19:00:00,23.4,90,8,11.433333333333332
2018-11-27 22:00:00,23.2,110,12,11.4
2018-11-28 01:00:00,23.2,130,13,14.933333333333332
2018-11-28 04:00:00,23.0,125,15,18.3
2018-11-28 07:00:00,23.0,115,14,16.333333333333332
2018-11-28 10:00:00,27.3,115,15,16.5
2018-11-28 13:00:00,29.6,130,14,18.53333333333333
2018-11-28 16:00:00,30.2,90,9,17.76666666666667
2018-11-28 19:00:00,26.7,85,13,17.733333333333334
2018-11-28 22:00:00,25.4,95,22,20.03333333333333
2018-11-29 01:00:00,24.8,90,25,24.1
2018-11-29 04:00:00,24.2,100,31,21.066666666666663
2018-11-29 07:00:00,24.6,105,31,22.866666666666664
2018-11-29 10:00:00,28.9,100,31,16.2
2018-11-29 13:00:00,31.7,85,25,17.700000000000003
2018-11-29 16:00:00,31.7,75,24,17.0
2018-11-29 19:00:00,27.1,80,26,18.7
2018-11-29 22:00:00,25.9,85,27,20.23333333333333
2018-11-30 01:00:00,25.2,55,27,17.733333333333334
2018-11-30 04:00:00,24.6,70,27,19.23333333333333
2018-11-30 07:00:00,25.2,70,38,16.233333333333334
2018-11-30 10:00:00,29.6,80,41,11.733333333333334
2018-11-30 13:00:00,32.4,80,31,14.6
2018-11-30 16:00:00,31.8,80,26,21.899999999999995
2018-11-30 19:00:00,27.4,75,17,17.0
2018-11-30 22:00:00,26.4,90,28,12.866666666666667
2018-12-01 01:00:00,25.4,90,37,15.9
2018-12-01 04:00:00,24.9,90,34,14.633333333333333
2018-12-01 07:00:00,25.5,70,33,12.8
2018-12-01 10:00:00,30.2,80,31,9.533333333333331
2018-12-01 13:00:00,32.7,75,24,15.866666666666667
2018-12-01 16:00:00,32.5,70,21,24.45
2018-12-01 19:00:00,27.6,70,22,19.133333333333333
2018-12-01 22:00:00,26.6,85,30,17.7
2018-12-02 01:00:00,25.8,70,34,18.4
2018-12-02 04:00:00,25.2,75,32,16.0
2018-12-02 07:00:00,25.8,75,30,13.0
2018-12-02 10:00:00,30.2,80,28,12.866666666666667
2018-12-02 13:00:00,32.7,80,22,11.066666666666668
2018-12-02 16:00:00,31.0,75,22,22.433333333333337
2018-12-02 19:00:00,27.3,80,28,26.933333333333337
2018-12-02 22:00:00,26.5,80,37,22.73333333333333
2018-12-03 01:00:00,25.5,70,29,25.6
2018-12-03 04:00:00,25.0,70,31,27.166666666666668
2018-12-03 07:00:00,25.6,60,27,23.53333333333333
2018-12-03 10:00:00,30.5,70,29,19.7
2018-12-03 13:00:00,32.6,70,28,23.133333333333336
2018-12-03 16:00:00,32.7,70,26,38.03333333333333
2018-12-03 19:00:00,28.5,75,27,32.166666666666664
2018-12-03 22:00:00,27.4,75,40,31.2
2018-12-04 01:00:00,26.7,75,34,30.3
2018-12-04 04:00:00,26.3,75,31,28.766666666666666
2018-12-04 07:00:00,26.4,70,34,18.53333333333333
2018-12-04 10:00:00,30.5,75,36,16.433333333333334
2018-12-04 13:00:00,32.9,75,28,24.0
2018-12-04 16:00:00,32.3,70,25,25.866666666666664
2018-12-04 19:00:00,28.3,65,35,24.86666666666667
2018-12-04 22:00:00,27.3,75,42,23.96666666666667
2018-12-05 01:00:00,26.6,75,39,22.933333333333334
2018-12-05 04:00:00,25.9,80,33,22.7
2018-12-05 07:00:00,26.1,75,31,15.933333333333332
2018-12-05 10:00:00,30.6,80,32,12.733333333333334
2018-12-05 13:00:00,33.1,75,27,20.03333333333333
2018-12-05 16:00:00,32.3,75,23,25.5
2018-12-05 19:00:00,27.3,85,25,24.6
2018-12-05 22:00:00,25.8,90,31,28.25
2018-12-06 01:00:00,24.7,85,19,22.73333333333333
2018-12-06 04:00:00,24.4,80,23,23.73333333333333
2018-12-06 07:00:00,25.3,70,36,17.866666666666664
2018-12-06 10:00:00,30.3,75,31,13.3
2018-12-06 13:00:00,32.1,75,28,18.633333333333333
2018-12-06 16:00:00,32.2,65,26,31.100000000000005
2018-12-06 19:00:00,28.0,75,23,30.433333333333334
2018-12-06 22:00:00,26.9,85,29,26.63333333333333
2018-12-07 01:00:00,26.2,85,31,29.33333333333333
2018-12-07 04:00:00,25.7,80,34,32.63333333333333
2018-12-07 07:00:00,26.1,80,34,21.33333333333333
2018-12-07 10:00:00,30.6,90,30,16.8
2018-12-07 13:00:00,32.7,85,23,20.9
2018-12-07 16:00:00,29.9,80,23,27.166666666666668
2018-12-07 19:00:00,27.3,85,35,24.46666666666667
2018-12-07 22:00:00,26.6,95,40,14.0
2018-12-08 01:00:00,26.0,95,44,11.566666666666668
2018-12-08 04:00:00,25.4,90,49,9.266666666666666
2018-12-08 07:00:00,25.6,80,49,12.933333333333332
2018-12-08 10:00:00,27.1,80,39,12.166666666666666
2018-12-08 13:00:00,30.1,75,42,16.0
2018-12-08 16:00:00,30.9,80,36,19.966666666666665
2018-12-08 19:00:00,27.5,90,32,17.866666666666664
2018-12-08 22:00:00,25.9,95,37,17.85
2018-12-09 01:00:00,25.0,95,39,13.9
2018-12-09 04:00:00,24.9,95,35,10.933333333333332
2018-12-09 07:00:00,25.1,95,37,15.533333333333331
2018-12-09 10:00:00,28.8,95,39,16.333333333333332
2018-12-09 13:00:00,31.7,85,31,19.066666666666663
2018-12-09 16:00:00,31.7,80,27,21.53333333333333
2018-12-09 19:00:00,26.8,80,23,18.366666666666667
2018-12-09 22:00:00,25.9,85,34,15.3
2018-12-10 01:00:00,25.6,55,41,14.633333333333333
2018-12-10 04:00:00,25.0,75,42,11.766666666666666
2018-12-10 07:00:00,25.0,80,32,10.466666666666669
2018-12-10 10:00:00,28.9,85,34,11.9
2018-12-10 13:00:00,31.2,85,27,20.73333333333333
2018-12-10 16:00:00,31.3,75,24,17.066666666666666
2018-12-10 19:00:00,27.4,65,21,16.2
2018-12-10 22:00:00,26.6,75,27,18.933333333333334
2018-12-11 01:00:00,25.7,85,30,23.766666666666666
2018-12-11 04:00:00,25.3,100,29,21.23333333333333
2018-12-11 07:00:00,25.2,105,24,14.733333333333334
2018-12-11 10:00:00,29.6,100,28,12.3
2018-12-11 13:00:00,31.5,90,27,13.6
2018-12-11 16:00:00,31.8,80,28,18.566666666666663
2018-12-11 19:00:00,27.9,85,36,18.33333333333333
2018-12-11 22:00:00,26.7,85,45,18.066666666666663
2018-12-12 01:00:00,25.9,85,37,19.766666666666666
2018-12-12 04:00:00,25.3,90,39,22.7
2018-12-12 07:00:00,25.8,95,45,16.366666666666667
2018-12-12 10:00:00,29.7,90,52,15.366666666666667
2018-12-12 13:00:00,31.5,80,42,15.366666666666667
2018-12-12 16:00:00,31.5,80,38,21.1
2018-12-12 19:00:00,27.2,85,46,18.133333333333336
2018-12-12 22:00:00,26.2,80,50,11.15
2018-12-13 01:00:00,25.4,90,52,10.933333333333332
2018-12-13 04:00:00,24.5,95,47,13.266666666666666
2018-12-13 07:00:00,22.7,95,42,12.3
2018-12-13 10:00:00,25.9,95,47,10.933333333333332
2018-12-13 13:00:00,29.5,85,49,14.766666666666666
2018-12-13 16:00:00,30.3,90,50,20.766666666666666
2018-12-13 19:00:00,26.3,90,54,17.733333333333334
2018-12-13 22:00:00,25.3,80,47,15.766666666666666
2018-12-14 01:00:00,24.1,75,44,14.433333333333332
2018-12-14 04:00:00,23.7,75,49,14.1
2018-12-14 07:00:00,22.5,80,49,12.199999999999998
2018-12-14 10:00:00,25.9,80,58,12.8
2018-12-14 13:00:00,29.5,85,66,20.86666666666667
2018-12-14 16:00:00,30.5,80,55,22.33333333333333
2018-12-14 19:00:00,26.2,80,54,20.03333333333333
2018-12-14 22:00:00,25.3,75,46,18.466666666666665
2018-12-15 01:00:00,24.4,85,39,19.23333333333333
2018-12-15 04:00:00,23.8,85,46,15.566666666666665
2018-12-15 07:00:00,22.9,75,56,12.933333333333332
2018-12-15 10:00:00,26.6,80,70,14.866666666666667
2018-12-15 13:00:00,30.6,80,53,19.7
2018-12-15 16:00:00,30.7,75,47,23.53333333333333
2018-12-15 19:00:00,26.5,70,50,22.433333333333337
2018-12-15 22:00:00,26.4,60,48,19.75
2018-12-16 01:00:00,25.4,70,51,17.9
2018-12-16 04:00:00,24.7,75,54,15.9
2018-12-16 07:00:00,23.8,75,54,14.066666666666668
2018-12-16 10:00:00,26.8,80,61,10.5
2018-12-16 13:00:00,31.5,75,53,19.3
2018-12-16 16:00:00,32.0,75,42,26.7
2018-12-16 19:00:00,27.6,70,45,24.83333333333333
2018-12-16 22:00:00,26.6,60,40,19.1
2018-12-17 01:00:00,25.6,75,35,18.433333333333334
2018-12-17 04:00:00,24.9,60,41,19.066666666666663
2018-12-17 07:00:00,23.7,65,37,14.766666666666667
2018-12-17 10:00:00,26.0,70,35,14.033333333333331
2018-12-17 13:00:00,29.4,70,37,16.03333333333333
2018-12-17 16:00:00,30.1,75,38,26.133333333333336
2018-12-17 19:00:00,26.3,85,38,21.899999999999995
2018-12-17 22:00:00,25.4,95,44,18.5
2018-12-18 01:00:00,24.6,95,40,19.133333333333336
2018-12-18 04:00:00,24.0,105,29,17.9
2018-12-18 07:00:00,23.1,110,21,16.833333333333332
2018-12-18 10:00:00,27.3,100,20,17.133333333333333
2018-12-18 13:00:00,30.5,100,16,22.4
2018-12-18 16:00:00,31.2,95,23,30.066666666666663
2018-12-18 19:00:00,27.0,100,25,29.3
2018-12-18 22:00:00,25.5,110,28,26.666666666666668
2018-12-19 01:00:00,24.7,105,24,28.76666666666667
2018-12-19 04:00:00,24.4,105,19,29.866666666666664
2018-12-19 07:00:00,24.6,105,12,25.4
2018-12-19 10:00:00,28.6,110,8,20.73333333333333
2018-12-19 13:00:00,31.6,105,7,27.2
2018-12-19 16:00:00,32.0,55,9,36.833333333333336
2018-12-19 19:00:00,27.8,40,9,35.13333333333333
2018-12-19 22:00:00,26.3,50,10,32.2
2018-12-20 01:00:00,25.4,60,15,34.86666666666667
2018-12-20 04:00:00,24.9,80,15,38.36666666666667
2018-12-20 07:00:00,25.1,85,10,27.066666666666663
2018-12-20 10:00:00,30.2,65,9,41.10952380952381
2018-12-20 13:00:00,32.5,35,11,30.866666666666664
2018-12-20 16:00:00,30.5,25,16,49.4
2018-12-20 19:00:00,27.2,30,16,56.73333333333333
2018-12-20 22:00:00,26.2,10,17,50.46666666666667
2018-12-21 01:00:00,25.5,10,15,47.06666666666666
2018-12-21 04:00:00,25.0,25,11,49.866666666666674
2018-12-21 07:00:00,25.6,30,10,38.4
2018-12-21 10:00:00,30.1,30,11,29.9
2018-12-21 13:00:00,31.6,25,16,26.5
2018-12-21 16:00:00,30.7,25,20,32.666666666666664
2018-12-21 19:00:00,27.1,30,21,33.36666666666667
2018-12-21 22:00:00,26.5,25,23,36.25
2018-12-22 01:00:00,25.7,20,22,38.23333333333333
2018-12-22 04:00:00,25.4,35,19,36.4
2018-12-22 07:00:00,25.9,45,15,29.8
2018-12-22 10:00:00,30.6,55,17,25.566666666666663
2018-12-22 13:00:00,32.4,40,17,24.9
2018-12-22 16:00:00,31.3,30,22,30.98
2018-12-22 19:00:00,27.9,40,25,30.98
2018-12-22 22:00:00,27.0,45,29,30.98
2018-12-23 01:00:00,26.0,40,29,32.06428571428571
2018-12-23 04:00:00,25.3,45,27,31.4
2018-12-23 07:00:00,25.7,50,28,27.266666666666666
2018-12-23 10:00:00,30.5,55,28,24.46666666666667
2018-12-23 13:00:00,32.6,55,24,27.25
2018-12-23 16:00:00,31.3,50,22,43.9
2018-12-23 19:00:00,27.4,50,21,40.13333333333333
2018-12-23 22:00:00,26.5,40,23,30.03333333333333
2018-12-24 01:00:00,25.5,30,23,24.46666666666667
2018-12-24 04:00:00,24.7,35,21,20.933333333333334
2018-12-24 07:00:00,24.3,30,25,15.366666666666667
2018-12-24 10:00:00,29.1,40,26,13.066666666666665
2018-12-24 13:00:00,31.4,25,25,18.066666666666663
2018-12-24 16:00:00,31.8,30,24,27.8
2018-12-24 19:00:00,27.1,25,26,29.0
2018-12-24 22:00:00,26.1,40,25,31.3
2018-12-25 01:00:00,25.4,50,20,31.3
2018-12-25 04:00:00,24.8,50,17,29.666666666666668
2018-12-25 07:00:00,24.9,35,14,20.5
2018-12-25 10:00:00,29.6,30,11,22.066666666666663
2018-12-25 13:00:00,32.1,20,10,28.0
2018-12-25 16:00:00,32.1,10,13,40.2
2018-12-25 19:00:00,27.8,5,15,39.63333333333333
2018-12-25 22:00:00,26.8,20,18,37.66666666666666
2018-12-26 01:00:00,25.8,20,14,39.8
2018-12-26 04:00:00,25.3,15,11,46.0
2018-12-26 07:00:00,25.3,35,6,38.53333333333333
2018-12-26 10:00:00,30.4,60,7,34.46666666666667
2018-12-26 13:00:00,32.2,55,8,45.93333333333334
2018-12-26 16:00:00,32.0,45,8,60.53333333333333
2018-12-26 19:00:00,27.7,45,7,59.46666666666667
2018-12-26 22:00:00,26.8,15,6,55.43333333333334
2018-12-27 01:00:00,25.7,325,5,57.8
2018-12-27 04:00:00,25.1,335,4,62.53333333333333
2018-12-27 07:00:00,25.4,45,7,43.73333333333333
2018-12-27 10:00:00,30.5,65,9,37.49999999999999
2018-12-27 13:00:00,32.6,45,11,42.6
2018-12-27 16:00:00,31.4,30,13,48.83333333333333
2018-12-27 19:00:00,28.1,45,17,48.83333333333333
2018-12-27 22:00:00,27.1,45,15,48.83333333333333
2018-12-28 01:00:00,26.0,55,18,30.208579931972796
2018-12-28 04:00:00,25.3,60,20,30.208579931972796
2018-12-28 07:00:00,25.1,65,12,30.208579931972796
2018-12-28 10:00:00,29.6,80,12,30.208579931972796
2018-12-28 13:00:00,30.5,90,12,30.208579931972796
2018-12-28 16:00:00,29.0,90,16,30.208579931972796
2018-12-28 19:00:00,26.3,90,25,30.208579931972796
2018-12-28 22:00:00,25.7,95,31,30.208579931972796
2018-12-29 01:00:00,24.7,105,32,30.208579931972796
2018-12-29 04:00:00,24.0,120,31,30.208579931972796
2018-12-29 07:00:00,24.0,120,35,30.208579931972796
2018-12-29 10:00:00,28.7,110,34,30.208579931972796
2018-12-29 13:00:00,31.7,85,25,30.208579931972796
2018-12-29 16:00:00,30.5,75,20,30.208579931972796
2018-12-29 19:00:00,26.2,85,20,30.208579931972796
2018-12-29 22:00:00,25.7,80,22,30.208579931972796
2018-12-30 01:00:00,24.9,95,22,15.1
2018-12-30 04:00:00,24.4,85,26,15.1
2018-12-30 07:00:00,23.8,90,30,15.1
2018-12-30 10:00:00,27.3,90,35,15.1
2018-12-30 13:00:00,30.8,85,34,15.1
2018-12-30 16:00:00,31.1,75,29,15.1
2018-12-30 19:00:00,27.5,95,29,15.1
2018-12-30 22:00:00,26.3,95,35,15.1
2018-12-31 01:00:00,25.5,85,22,12.861111111111112
2018-12-31 04:00:00,23.9,75,16,12.861111111111112
