,PM2.5,Temp(C),WindDir,Wind Speed(km/h)
2017-02-01 15:00:00,31.0,28.9,65.0,15.0
2017-02-01 16:00:00,31.8,27.9,65.0,12.0
2017-02-01 17:00:00,30.4,27.9,65.0,12.0
2017-02-01 18:00:00,29.6,27.9,65.0,12.0
2017-02-01 19:00:00,27.3,25.2,60.0,17.0
2017-02-01 20:00:00,26.8,25.2,60.0,17.0
2017-02-01 21:00:00,26.7,25.2,60.0,17.0
2017-02-01 22:00:00,26.6,25.1,55.0,19.0
2017-02-01 23:00:00,35.1,25.1,55.0,19.0
2017-02-02 00:00:00,33.9,25.1,55.0,19.0
2017-02-02 01:00:00,28.604347826086954,24.1,60.0,20.0
2017-02-02 02:00:00,31.9,24.1,60.0,20.0
2017-02-02 03:00:00,34.1,24.1,60.0,20.0
2017-02-02 04:00:00,29.4,23.4,70.0,24.0
2017-02-02 05:00:00,27.1,23.4,70.0,24.0
2017-02-02 06:00:00,23.3,23.4,70.0,24.0
2017-02-02 07:00:00,22.9,24.5,65.0,17.0
2017-02-02 08:00:00,25.5,24.5,65.0,17.0
2017-02-02 09:00:00,26.7,24.5,65.0,17.0
2017-02-02 10:00:00,26.4,27.8,80.0,19.0
2017-02-02 11:00:00,27.9,27.8,80.0,19.0
2017-02-02 12:00:00,27.7,27.8,80.0,19.0
2017-02-02 13:00:00,26.7,29.5,90.0,14.0
2017-02-02 14:00:00,27.0,29.5,90.0,14.0
2017-02-02 15:00:00,26.8,29.5,90.0,14.0
2017-02-02 16:00:00,29.3,28.7,100.0,10.0
2017-02-02 17:00:00,29.8,28.7,100.0,10.0
2017-02-02 18:00:00,32.6,28.7,100.0,10.0
2017-02-02 19:00:00,30.1,25.6,100.0,8.0
2017-02-02 20:00:00,31.4,25.6,100.0,8.0
2017-02-02 21:00:00,30.7,25.6,100.0,8.0
2017-02-02 22:00:00,28.4,24.9,110.0,9.0
2017-02-02 23:00:00,28.3,24.9,110.0,9.0
2017-02-03 00:00:00,44.4,24.9,110.0,9.0
2017-02-03 01:00:00,50.7,24.6,95.0,14.0
2017-02-03 02:00:00,47.3,24.6,95.0,14.0
2017-02-03 03:00:00,44.1,24.6,95.0,14.0
2017-02-03 04:00:00,38.0,24.0,100.0,16.0
2017-02-03 05:00:00,31.7,24.0,100.0,16.0
2017-02-03 06:00:00,26.1,24.0,100.0,16.0
2017-02-03 07:00:00,23.0,24.8,90.0,13.0
2017-02-03 08:00:00,17.3,24.8,90.0,13.0
2017-02-03 09:00:00,11.2,24.8,90.0,13.0
2017-02-03 10:00:00,11.6,28.2,95.0,17.0
2017-02-03 11:00:00,11.5,28.2,95.0,17.0
2017-02-03 12:00:00,13.4,28.2,95.0,17.0
2017-02-03 13:00:00,13.6,29.4,80.0,18.0
2017-02-03 14:00:00,12.9,29.4,80.0,18.0
2017-02-03 15:00:00,13.1,29.4,80.0,18.0
2017-02-03 16:00:00,20.5,28.6,75.0,21.0
2017-02-03 17:00:00,20.6,28.6,75.0,21.0
2017-02-03 18:00:00,14.1,28.6,75.0,21.0
2017-02-03 19:00:00,9.9,26.1,70.0,18.0
2017-02-03 20:00:00,9.0,26.1,70.0,18.0
2017-02-03 21:00:00,9.4,26.1,70.0,18.0
2017-02-03 22:00:00,12.3,25.4,80.0,21.0
2017-02-03 23:00:00,13.4,25.4,80.0,21.0
2017-02-04 00:00:00,11.8,25.4,80.0,21.0
2017-02-04 01:00:00,13.0,24.6,85.0,22.0
2017-02-04 02:00:00,14.0,24.6,85.0,22.0
2017-02-04 03:00:00,14.5,24.6,85.0,22.0
2017-02-04 04:00:00,16.7,24.3,80.0,20.0
2017-02-04 05:00:00,16.8,24.3,80.0,20.0
2017-02-04 06:00:00,14.2,24.3,80.0,20.0
2017-02-04 07:00:00,10.6,25.0,75.0,15.0
2017-02-04 08:00:00,9.7,25.0,75.0,15.0
2017-02-04 09:00:00,13.3,25.0,75.0,15.0
2017-02-04 10:00:00,18.0,27.7,75.0,17.0
2017-02-04 11:00:00,18.4,27.7,75.0,17.0
2017-02-04 12:00:00,18.7,27.7,75.0,17.0
2017-02-04 13:00:00,18.8,28.7,65.0,19.0
2017-02-04 14:00:00,18.3,28.7,65.0,19.0
2017-02-04 15:00:00,18.5,28.7,65.0,19.0
2017-02-04 16:00:00,21.2,28.3,60.0,18.0
2017-02-04 17:00:00,21.3,28.3,60.0,18.0
2017-02-04 18:00:00,21.7,28.3,60.0,18.0
2017-02-04 19:00:00,22.7,25.8,35.0,11.0
2017-02-04 20:00:00,21.1,25.8,35.0,11.0
2017-02-04 21:00:00,21.5,25.8,35.0,11.0
2017-02-04 22:00:00,17.5,25.2,20.0,12.0
2017-02-04 23:00:00,14.6,25.2,20.0,12.0
2017-02-05 00:00:00,13.4,25.2,20.0,12.0
2017-02-05 01:00:00,13.5,24.4,50.0,20.0
2017-02-05 02:00:00,13.3,24.4,50.0,20.0
2017-02-05 03:00:00,13.7,24.4,50.0,20.0
2017-02-05 04:00:00,23.0,23.9,50.0,22.0
2017-02-05 05:00:00,23.1,23.9,50.0,22.0
2017-02-05 06:00:00,20.6,23.9,50.0,22.0
2017-02-05 07:00:00,13.5,25.1,55.0,17.0
2017-02-05 08:00:00,12.4,25.1,55.0,17.0
2017-02-05 09:00:00,9.2,25.1,55.0,17.0
2017-02-05 10:00:00,9.9,28.3,55.0,17.0
2017-02-05 11:00:00,10.7,28.3,55.0,17.0
2017-02-05 12:00:00,12.9,28.3,55.0,17.0
2017-02-05 13:00:00,13.0,29.8,25.0,9.0
2017-02-05 14:00:00,12.5,29.8,25.0,9.0
2017-02-05 15:00:00,18.8,29.8,25.0,9.0
2017-02-05 16:00:00,21.6,28.9,350.0,10.0
2017-02-05 17:00:00,21.4,28.9,350.0,10.0
2017-02-05 18:00:00,20.5,28.9,350.0,10.0
2017-02-05 19:00:00,18.3,25.7,10.0,12.0
2017-02-05 20:00:00,17.6,25.7,10.0,12.0
2017-02-05 21:00:00,17.3,25.7,10.0,12.0
2017-02-05 22:00:00,17.7,24.6,15.0,13.0
2017-02-05 23:00:00,22.4,24.6,15.0,13.0
2017-02-06 00:00:00,26.0,24.6,15.0,13.0
2017-02-06 01:00:00,21.7,24.2,20.0,17.0
2017-02-06 02:00:00,24.0,24.2,20.0,17.0
2017-02-06 03:00:00,29.2,24.2,20.0,17.0
2017-02-06 04:00:00,36.8,23.7,25.0,20.0
2017-02-06 05:00:00,33.7,23.7,25.0,20.0
2017-02-06 06:00:00,31.2,23.7,25.0,20.0
2017-02-06 07:00:00,24.7,24.6,10.0,19.0
2017-02-06 08:00:00,23.0,24.6,10.0,19.0
2017-02-06 09:00:00,20.0,24.6,10.0,19.0
2017-02-06 10:00:00,15.4,29.0,15.0,19.0
2017-02-06 11:00:00,17.3,29.0,15.0,19.0
2017-02-06 12:00:00,17.6,29.0,15.0,19.0
2017-02-06 13:00:00,18.0,29.8,5.0,16.0
2017-02-06 14:00:00,20.1,29.8,5.0,16.0
2017-02-06 15:00:00,22.7,29.8,5.0,16.0
2017-02-06 16:00:00,32.6,29.1,330.0,14.0
2017-02-06 17:00:00,34.1,29.1,330.0,14.0
2017-02-06 18:00:00,27.6,29.1,330.0,14.0
2017-02-06 19:00:00,28.0,25.3,330.0,13.0
2017-02-06 20:00:00,25.6,25.3,330.0,13.0
2017-02-06 21:00:00,25.4,25.3,330.0,13.0
2017-02-06 22:00:00,24.3,23.9,330.0,15.0
2017-02-06 23:00:00,21.1,23.9,330.0,15.0
2017-02-07 00:00:00,21.4,23.9,330.0,15.0
2017-02-07 01:00:00,21.6,23.5,335.0,15.0
2017-02-07 02:00:00,26.0,23.5,335.0,15.0
2017-02-07 03:00:00,31.7,23.5,335.0,15.0
2017-02-07 04:00:00,31.1,23.2,330.0,18.0
2017-02-07 05:00:00,29.5,23.2,330.0,18.0
2017-02-07 06:00:00,27.4,23.2,330.0,18.0
2017-02-07 07:00:00,25.1,24.5,330.0,16.0
2017-02-07 08:00:00,23.5,24.5,330.0,16.0
2017-02-07 09:00:00,19.5,24.5,330.0,16.0
2017-02-07 10:00:00,18.7,28.8,340.0,15.0
2017-02-07 11:00:00,19.0,28.8,340.0,15.0
2017-02-07 12:00:00,23.1,28.8,340.0,15.0
2017-02-07 13:00:00,24.3,29.7,330.0,10.0
2017-02-07 14:00:00,24.4,29.7,330.0,10.0
2017-02-07 15:00:00,24.4,29.7,330.0,10.0
2017-02-07 16:00:00,28.5,28.9,280.0,12.0
2017-02-07 17:00:00,28.5,28.9,280.0,12.0
2017-02-07 18:00:00,28.4,28.9,280.0,12.0
2017-02-07 19:00:00,28.4,25.9,275.0,16.0
2017-02-07 20:00:00,27.9,25.9,275.0,16.0
2017-02-07 21:00:00,29.3,25.9,275.0,16.0
2017-02-07 22:00:00,30.2,24.6,285.0,11.0
2017-02-07 23:00:00,28.8,24.6,285.0,11.0
2017-02-08 00:00:00,31.1,24.6,285.0,11.0
2017-02-08 01:00:00,28.7,24.1,300.0,10.0
2017-02-08 02:00:00,29.2,24.1,300.0,10.0
2017-02-08 03:00:00,26.117391304347823,24.1,300.0,10.0
2017-02-08 04:00:00,36.7,23.4,300.0,12.0
2017-02-08 05:00:00,15.4,23.4,300.0,12.0
2017-02-08 06:00:00,16.8,23.4,300.0,12.0
2017-02-08 07:00:00,20.2,24.3,305.0,10.0
2017-02-08 08:00:00,25.3,24.3,305.0,10.0
2017-02-08 09:00:00,23.1,24.3,305.0,10.0
2017-02-08 10:00:00,22.4,28.6,315.0,9.0
2017-02-08 11:00:00,24.6,28.6,315.0,9.0
2017-02-08 12:00:00,24.6,28.6,315.0,9.0
2017-02-08 13:00:00,23.4,29.3,305.0,13.0
2017-02-08 14:00:00,21.5,29.3,305.0,13.0
2017-02-08 15:00:00,25.0,29.3,305.0,13.0
2017-02-08 16:00:00,29.3,28.6,265.0,17.0
2017-02-08 17:00:00,30.4,28.6,265.0,17.0
2017-02-08 18:00:00,34.1,28.6,265.0,17.0
2017-02-08 19:00:00,34.0,25.4,270.0,19.0
2017-02-08 20:00:00,29.0,25.4,270.0,19.0
2017-02-08 21:00:00,24.4,25.4,270.0,19.0
2017-02-08 22:00:00,24.9,24.7,270.0,11.0
2017-02-08 23:00:00,26.6,24.7,270.0,11.0
2017-02-09 00:00:00,25.3,24.7,270.0,11.0
2017-02-09 01:00:00,25.0,23.5,280.0,11.0
2017-02-09 02:00:00,25.5,23.5,280.0,11.0
2017-02-09 03:00:00,31.4,23.5,280.0,11.0
2017-02-09 04:00:00,34.2,23.2,280.0,12.0
2017-02-09 05:00:00,32.2,23.2,280.0,12.0
2017-02-09 06:00:00,26.7,23.2,280.0,12.0
2017-02-09 07:00:00,23.8,23.8,280.0,17.0
2017-02-09 08:00:00,22.1,23.8,280.0,17.0
2017-02-09 09:00:00,16.3,23.8,280.0,17.0
2017-02-09 10:00:00,13.6,28.5,290.0,11.0
2017-02-09 11:00:00,13.0,28.5,290.0,11.0
2017-02-09 12:00:00,19.1,28.5,290.0,11.0
2017-02-09 13:00:00,18.5,29.8,285.0,7.0
2017-02-09 14:00:00,19.1,29.8,285.0,7.0
2017-02-09 15:00:00,20.5,29.8,285.0,7.0
2017-02-09 16:00:00,23.7,28.8,265.0,10.0
2017-02-09 17:00:00,23.5,28.8,265.0,10.0
2017-02-09 18:00:00,25.3,28.8,265.0,10.0
2017-02-09 19:00:00,25.5,24.5,265.0,9.0
2017-02-09 20:00:00,26.2,24.5,265.0,9.0
2017-02-09 21:00:00,25.9,24.5,265.0,9.0
2017-02-09 22:00:00,26.2,24.0,335.0,4.0
2017-02-09 23:00:00,28.3,24.0,335.0,4.0
2017-02-10 00:00:00,28.0,24.0,335.0,4.0
2017-02-10 01:00:00,25.6,23.0,295.0,2.0
2017-02-10 02:00:00,24.1,23.0,295.0,2.0
2017-02-10 03:00:00,27.1,23.0,295.0,2.0
2017-02-10 04:00:00,26.8,22.4,250.0,2.0
2017-02-10 05:00:00,26.3,22.4,250.0,2.0
2017-02-10 06:00:00,22.8,22.4,250.0,2.0
2017-02-10 07:00:00,21.6,23.8,40.0,4.0
2017-02-10 08:00:00,20.3,23.8,40.0,4.0
2017-02-10 09:00:00,22.2,23.8,40.0,4.0
2017-02-10 10:00:00,19.1,28.4,55.0,13.0
2017-02-10 11:00:00,17.1,28.4,55.0,13.0
2017-02-10 12:00:00,18.7,28.4,55.0,13.0
2017-02-10 13:00:00,17.9,29.9,75.0,7.0
2017-02-10 14:00:00,15.6,29.9,75.0,7.0
2017-02-10 15:00:00,16.6,29.9,75.0,7.0
2017-02-10 16:00:00,17.1,28.7,55.0,6.0
2017-02-10 17:00:00,22.7,28.7,55.0,6.0
2017-02-10 18:00:00,20.2,28.7,55.0,6.0
2017-02-10 19:00:00,17.3,25.1,25.0,7.0
2017-02-10 20:00:00,17.3,25.1,25.0,7.0
2017-02-10 21:00:00,18.6,25.1,25.0,7.0
2017-02-10 22:00:00,18.4,24.2,45.0,12.0
2017-02-10 23:00:00,19.4,24.2,45.0,12.0
2017-02-11 00:00:00,21.5,24.2,45.0,12.0
2017-02-11 01:00:00,20.6,23.6,30.0,12.0
2017-02-11 02:00:00,21.7,23.6,30.0,12.0
2017-02-11 03:00:00,23.4,23.6,30.0,12.0
2017-02-11 04:00:00,23.7,23.5,55.0,16.0
2017-02-11 05:00:00,23.0,23.5,55.0,16.0
2017-02-11 06:00:00,21.6,23.5,55.0,16.0
2017-02-11 07:00:00,23.5,24.5,90.0,23.0
2017-02-11 08:00:00,23.7,24.5,90.0,23.0
2017-02-11 09:00:00,22.3,24.5,90.0,23.0
2017-02-11 10:00:00,18.6,27.9,90.0,26.0
2017-02-11 11:00:00,17.8,27.9,90.0,26.0
2017-02-11 12:00:00,23.8,27.9,90.0,26.0
2017-02-11 13:00:00,27.9,29.1,95.0,29.0
2017-02-11 14:00:00,26.0,29.1,95.0,29.0
2017-02-11 15:00:00,22.0,29.1,95.0,29.0
2017-02-11 16:00:00,21.9,28.7,85.0,36.0
2017-02-11 17:00:00,22.2,28.7,85.0,36.0
2017-02-11 18:00:00,19.7,28.7,85.0,36.0
2017-02-11 19:00:00,18.8,26.1,85.0,39.0
2017-02-11 20:00:00,19.6,26.1,85.0,39.0
2017-02-11 21:00:00,19.3,26.1,85.0,39.0
2017-02-11 22:00:00,21.5,25.5,80.0,48.0
2017-02-11 23:00:00,22.5,25.5,80.0,48.0
2017-02-12 00:00:00,22.2,25.5,80.0,48.0
2017-02-12 01:00:00,24.2,25.2,80.0,43.0
2017-02-12 02:00:00,24.6,25.2,80.0,43.0
2017-02-12 03:00:00,23.6,25.2,80.0,43.0
2017-02-12 04:00:00,23.1,25.4,70.0,56.0
2017-02-12 05:00:00,23.2,25.4,70.0,56.0
2017-02-12 06:00:00,22.5,25.4,70.0,56.0
2017-02-12 07:00:00,22.0,25.0,70.0,46.0
2017-02-12 08:00:00,22.7,25.0,70.0,46.0
2017-02-12 09:00:00,35.2,25.0,70.0,46.0
2017-02-12 10:00:00,36.6,27.6,80.0,48.0
2017-02-12 11:00:00,35.0,27.6,80.0,48.0
2017-02-12 12:00:00,34.3,27.6,80.0,48.0
2017-02-12 13:00:00,24.3,29.1,80.0,36.0
2017-02-12 14:00:00,20.8,29.1,80.0,36.0
2017-02-12 15:00:00,21.7,29.1,80.0,36.0
2017-02-12 16:00:00,22.2,28.5,80.0,38.0
2017-02-12 17:00:00,21.6,28.5,80.0,38.0
2017-02-12 18:00:00,25.2,28.5,80.0,38.0
2017-02-12 19:00:00,25.1,26.3,80.0,38.0
2017-02-12 20:00:00,24.5,26.3,80.0,38.0
2017-02-12 21:00:00,25.1,26.3,80.0,38.0
2017-02-12 22:00:00,33.2,25.7,75.0,44.0
2017-02-12 23:00:00,19.9,25.7,75.0,44.0
2017-02-13 00:00:00,21.3,25.7,75.0,44.0
2017-02-13 01:00:00,23.2,25.6,80.0,47.0
2017-02-13 02:00:00,25.3,25.6,80.0,47.0
2017-02-13 03:00:00,27.8,25.6,80.0,47.0
2017-02-13 04:00:00,27.9,25.3,80.0,48.0
2017-02-13 05:00:00,28.6,25.3,80.0,48.0
2017-02-13 06:00:00,28.0,25.3,80.0,48.0
2017-02-13 07:00:00,26.6,25.2,70.0,44.0
2017-02-13 08:00:00,25.7,25.2,70.0,44.0
2017-02-13 09:00:00,24.4,25.2,70.0,44.0
2017-02-13 10:00:00,25.5,27.8,70.0,42.0
2017-02-13 11:00:00,26.1,27.8,70.0,42.0
2017-02-13 12:00:00,26.4,27.8,70.0,42.0
2017-02-13 13:00:00,27.0,28.5,75.0,36.0
2017-02-13 14:00:00,28.1,28.5,75.0,36.0
2017-02-13 15:00:00,27.5,28.5,75.0,36.0
2017-02-13 16:00:00,38.3,27.8,80.0,38.0
2017-02-13 17:00:00,26.6,27.8,80.0,38.0
2017-02-13 18:00:00,24.0,27.8,80.0,38.0
2017-02-13 19:00:00,23.0,25.9,75.0,34.0
2017-02-13 20:00:00,20.5,25.9,75.0,34.0
2017-02-13 21:00:00,22.2,25.9,75.0,34.0
2017-02-13 22:00:00,22.9,25.5,70.0,42.0
2017-02-13 23:00:00,20.6,25.5,70.0,42.0
2017-02-14 00:00:00,20.8,25.5,70.0,42.0
2017-02-14 01:00:00,23.2,25.3,80.0,54.0
2017-02-14 02:00:00,26.4,25.3,80.0,54.0
2017-02-14 03:00:00,26.7,25.3,80.0,54.0
2017-02-14 04:00:00,24.8,25.6,75.0,57.0
2017-02-14 05:00:00,22.8,25.6,75.0,57.0
2017-02-14 06:00:00,21.4,25.6,75.0,57.0
2017-02-14 07:00:00,20.9,25.5,65.0,41.0
2017-02-14 08:00:00,21.4,25.5,65.0,41.0
2017-02-14 09:00:00,24.7,25.5,65.0,41.0
2017-02-14 10:00:00,26.9,28.0,70.0,40.0
2017-02-14 11:00:00,26.3,28.0,70.0,40.0
2017-02-14 12:00:00,25.7,28.0,70.0,40.0
2017-02-14 13:00:00,23.0,28.8,75.0,38.0
2017-02-14 14:00:00,17.2,28.8,75.0,38.0
2017-02-14 15:00:00,18.7,28.8,75.0,38.0
2017-02-14 16:00:00,20.9,28.2,75.0,44.0
2017-02-14 17:00:00,24.7,28.2,75.0,44.0
2017-02-14 18:00:00,24.7,28.2,75.0,44.0
2017-02-14 19:00:00,24.8,26.0,80.0,49.0
2017-02-14 20:00:00,23.0,26.0,80.0,49.0
2017-02-14 21:00:00,21.5,26.0,80.0,49.0
2017-02-14 22:00:00,20.1,25.6,85.0,55.0
2017-02-14 23:00:00,19.1,25.6,85.0,55.0
2017-02-15 00:00:00,19.0,25.6,85.0,55.0
2017-02-15 01:00:00,18.7,25.1,80.0,51.0
2017-02-15 02:00:00,19.0,25.1,80.0,51.0
2017-02-15 03:00:00,33.6,25.1,80.0,51.0
2017-02-15 04:00:00,32.1,25.2,80.0,56.0
2017-02-15 05:00:00,31.3,25.2,80.0,56.0
2017-02-15 06:00:00,30.4,25.2,80.0,56.0
2017-02-15 07:00:00,28.7,25.1,75.0,51.0
2017-02-15 08:00:00,27.8,25.1,75.0,51.0
2017-02-15 09:00:00,28.3,25.1,75.0,51.0
2017-02-15 10:00:00,26.0,27.6,75.0,49.0
2017-02-15 11:00:00,25.5,27.6,75.0,49.0
2017-02-15 12:00:00,28.0,27.6,75.0,49.0
2017-02-15 13:00:00,19.7,28.3,80.0,36.0
2017-02-15 14:00:00,19.1,28.3,80.0,36.0
2017-02-15 15:00:00,20.3,28.3,80.0,36.0
2017-02-15 16:00:00,19.3,28.0,75.0,40.0
2017-02-15 17:00:00,17.8,28.0,75.0,40.0
2017-02-15 18:00:00,13.8,28.0,75.0,40.0
2017-02-15 19:00:00,12.9,25.9,85.0,45.0
2017-02-15 20:00:00,13.3,25.9,85.0,45.0
2017-02-15 21:00:00,15.3,25.9,85.0,45.0
2017-02-15 22:00:00,16.7,25.4,85.0,50.0
2017-02-15 23:00:00,19.3,25.4,85.0,50.0
2017-02-16 00:00:00,20.1,25.4,85.0,50.0
2017-02-16 01:00:00,19.7,25.1,85.0,51.0
2017-02-16 02:00:00,18.1,25.1,85.0,51.0
2017-02-16 03:00:00,19.3,25.1,85.0,51.0
2017-02-16 04:00:00,21.5,24.9,80.0,51.0
2017-02-16 05:00:00,20.9,24.9,80.0,51.0
2017-02-16 06:00:00,19.9,24.9,80.0,51.0
2017-02-16 07:00:00,20.5,25.0,70.0,48.0
2017-02-16 08:00:00,19.4,25.0,70.0,48.0
2017-02-16 09:00:00,27.7,25.0,70.0,48.0
2017-02-16 10:00:00,18.2,27.5,70.0,46.0
2017-02-16 11:00:00,20.9,27.5,70.0,46.0
2017-02-16 12:00:00,22.3,27.5,70.0,46.0
2017-02-16 13:00:00,22.4,29.1,80.0,37.0
2017-02-16 14:00:00,18.5,29.1,80.0,37.0
2017-02-16 15:00:00,17.5,29.1,80.0,37.0
2017-02-16 16:00:00,19.0,28.1,85.0,35.0
2017-02-16 17:00:00,20.1,28.1,85.0,35.0
2017-02-16 18:00:00,21.1,28.1,85.0,35.0
2017-02-16 19:00:00,21.0,26.0,90.0,39.0
2017-02-16 20:00:00,20.3,26.0,90.0,39.0
2017-02-16 21:00:00,18.2,26.0,90.0,39.0
2017-02-16 22:00:00,17.7,25.4,85.0,42.0
2017-02-16 23:00:00,16.5,25.4,85.0,42.0
2017-02-17 00:00:00,18.9,25.4,85.0,42.0
2017-02-17 01:00:00,20.7,24.7,80.0,45.0
2017-02-17 02:00:00,26.2,24.7,80.0,45.0
2017-02-17 03:00:00,27.4,24.7,80.0,45.0
2017-02-17 04:00:00,25.5,24.2,80.0,46.0
2017-02-17 05:00:00,22.5,24.2,80.0,46.0
2017-02-17 06:00:00,20.7,24.2,80.0,46.0
2017-02-17 07:00:00,17.7,24.4,70.0,40.0
2017-02-17 08:00:00,16.7,24.4,70.0,40.0
2017-02-17 09:00:00,14.6,24.4,70.0,40.0
2017-02-17 10:00:00,15.9,27.4,75.0,41.0
2017-02-17 11:00:00,16.5,27.4,75.0,41.0
2017-02-17 12:00:00,16.5,27.4,75.0,41.0
2017-02-17 13:00:00,15.7,28.9,85.0,34.0
2017-02-17 14:00:00,24.8,28.9,85.0,34.0
2017-02-17 15:00:00,27.2,28.9,85.0,34.0
2017-02-17 16:00:00,27.7,28.0,90.0,32.0
2017-02-17 17:00:00,27.2,28.0,90.0,32.0
2017-02-17 18:00:00,28.0,28.0,90.0,32.0
2017-02-17 19:00:00,27.5,25.7,90.0,35.0
2017-02-17 20:00:00,27.7,25.7,90.0,35.0
2017-02-17 21:00:00,27.1,25.7,90.0,35.0
2017-02-17 22:00:00,25.5,25.2,90.0,38.0
2017-02-17 23:00:00,25.7,25.2,90.0,38.0
2017-02-18 00:00:00,25.2,25.2,90.0,38.0
2017-02-18 01:00:00,24.6,24.7,95.0,41.0
2017-02-18 02:00:00,24.6,24.7,95.0,41.0
2017-02-18 03:00:00,25.5,24.7,95.0,41.0
2017-02-18 04:00:00,25.7,24.5,90.0,41.0
2017-02-18 05:00:00,26.3,24.5,90.0,41.0
2017-02-18 06:00:00,25.4,24.5,90.0,41.0
2017-02-18 07:00:00,25.8,24.9,85.0,34.0
2017-02-18 08:00:00,26.2,24.9,85.0,34.0
2017-02-18 09:00:00,27.0,24.9,85.0,34.0
2017-02-18 10:00:00,27.2,27.7,85.0,37.0
2017-02-18 11:00:00,26.5,27.7,85.0,37.0
2017-02-18 12:00:00,24.1,27.7,85.0,37.0
2017-02-18 13:00:00,24.4,29.0,90.0,34.0
2017-02-18 14:00:00,20.3,29.0,90.0,34.0
2017-02-18 15:00:00,20.2,29.0,90.0,34.0
2017-02-18 16:00:00,19.9,27.9,85.0,36.0
2017-02-18 17:00:00,19.9,27.9,85.0,36.0
2017-02-18 18:00:00,21.2,27.9,85.0,36.0
2017-02-18 19:00:00,21.0,26.1,85.0,34.0
2017-02-18 20:00:00,20.6,26.1,85.0,34.0
2017-02-18 21:00:00,20.8,26.1,85.0,34.0
2017-02-18 22:00:00,21.3,25.4,85.0,39.0
2017-02-18 23:00:00,21.6,25.4,85.0,39.0
2017-02-19 00:00:00,26.0,25.4,85.0,39.0
2017-02-19 01:00:00,25.9,24.7,80.0,38.0
2017-02-19 02:00:00,28.0,24.7,80.0,38.0
2017-02-19 03:00:00,28.1,24.7,80.0,38.0
2017-02-19 04:00:00,28.7,24.7,85.0,40.0
2017-02-19 05:00:00,27.9,24.7,85.0,40.0
2017-02-19 06:00:00,27.1,24.7,85.0,40.0
2017-02-19 07:00:00,23.7,25.2,80.0,37.0
2017-02-19 08:00:00,23.9,25.2,80.0,37.0
2017-02-19 09:00:00,23.5,25.2,80.0,37.0
2017-02-19 10:00:00,23.9,27.9,80.0,36.0
2017-02-19 11:00:00,23.6,27.9,80.0,36.0
2017-02-19 12:00:00,24.8,27.9,80.0,36.0
2017-02-19 13:00:00,23.7,29.0,90.0,34.0
2017-02-19 14:00:00,24.2,29.0,90.0,34.0
2017-02-19 15:00:00,26.5,29.0,90.0,34.0
2017-02-19 16:00:00,26.3,28.4,85.0,30.0
2017-02-19 17:00:00,27.4,28.4,85.0,30.0
2017-02-19 18:00:00,26.7,28.4,85.0,30.0
2017-02-19 19:00:00,24.1,26.1,95.0,27.0
2017-02-19 20:00:00,24.2,26.1,95.0,27.0
2017-02-19 21:00:00,23.8,26.1,95.0,27.0
2017-02-19 22:00:00,23.9,25.4,85.0,28.0
2017-02-19 23:00:00,23.5,25.4,85.0,28.0
2017-02-20 00:00:00,25.2,25.4,85.0,28.0
2017-02-20 01:00:00,25.9,24.7,60.0,24.0
2017-02-20 02:00:00,26.2,24.7,60.0,24.0
2017-02-20 03:00:00,27.7,24.7,60.0,24.0
2017-02-20 04:00:00,28.2,24.4,70.0,23.0
2017-02-20 05:00:00,25.7,24.4,70.0,23.0
2017-02-20 06:00:00,21.4,24.4,70.0,23.0
2017-02-20 07:00:00,22.3,24.6,80.0,18.0
2017-02-20 08:00:00,22.8,24.6,80.0,18.0
2017-02-20 09:00:00,23.3,24.6,80.0,18.0
2017-02-20 10:00:00,23.3,27.9,85.0,23.0
2017-02-20 11:00:00,22.6,27.9,85.0,23.0
2017-02-20 12:00:00,22.4,27.9,85.0,23.0
2017-02-20 13:00:00,22.0,29.5,95.0,19.0
2017-02-20 14:00:00,23.0,29.5,95.0,19.0
2017-02-20 15:00:00,23.0,29.5,95.0,19.0
2017-02-20 16:00:00,22.4,28.4,95.0,12.0
2017-02-20 17:00:00,22.3,28.4,95.0,12.0
2017-02-20 18:00:00,24.0,28.4,95.0,12.0
2017-02-20 19:00:00,22.7,25.5,90.0,21.0
2017-02-20 20:00:00,22.9,25.5,90.0,21.0
2017-02-20 21:00:00,18.6,25.5,90.0,21.0
2017-02-20 22:00:00,18.7,25.2,90.0,24.0
2017-02-20 23:00:00,19.3,25.2,90.0,24.0
2017-02-21 00:00:00,21.3,25.2,90.0,24.0
2017-02-21 01:00:00,22.2,24.6,60.0,23.0
2017-02-21 02:00:00,23.1,24.6,60.0,23.0
2017-02-21 03:00:00,27.0,24.6,60.0,23.0
2017-02-21 04:00:00,30.2,25.3,65.0,23.0
2017-02-21 05:00:00,26.8,25.3,65.0,23.0
2017-02-21 06:00:00,23.8,25.3,65.0,23.0
2017-02-21 07:00:00,21.8,25.5,70.0,21.0
2017-02-21 08:00:00,21.5,25.5,70.0,21.0
2017-02-21 09:00:00,13.6,25.5,70.0,21.0
2017-02-21 10:00:00,13.0,28.4,70.0,25.0
2017-02-21 11:00:00,13.0,28.4,70.0,25.0
2017-02-21 12:00:00,14.9,28.4,70.0,25.0
2017-02-21 13:00:00,16.2,29.6,80.0,22.0
2017-02-21 14:00:00,19.2,29.6,80.0,22.0
2017-02-21 15:00:00,21.1,29.6,80.0,22.0
